user_id,default_90d,pd_true,age,monthly_income_vnd,emp_contract,emp_formal,emp_gig,emp_self,emp_student,region_CT,region_DN,region_HCM,region_HN,region_HP,region_NT,gender_F,gender_M,sms_count,sms_in_ratio,sms_fin_ratio,sms_kw_ratio,contacts_count,contacts_risky_ratio,rel_coworker_ratio,rel_family_ratio,rel_friend_ratio,rel_service_ratio,rel_unknown_ratio,social_rows,social_active_days,social_posts_sum,social_likes_sum,social_friends_avg,social_violations_avg,social_engagement,ecom_orders,ecom_spend_sum,ecom_basket_avg,ecom_cod_ratio,ecom_return_ratio,ecom_cat_beauty_ratio,ecom_cat_electronics_ratio,ecom_cat_fashion_ratio,ecom_cat_gaming_ratio,ecom_cat_grocery_ratio,ecom_cat_home_ratio,ecom_cat_others_ratio,web_visits,web_banking_ratio,web_education_ratio,web_entertainment_ratio,web_gambling_ratio,web_news_ratio,web_shopping_ratio,web_short_loan_ratio,web_social_ratio,email_count,email_overdue_ratio,email_type_job_ratio,email_type_promo_ratio,email_type_statement_ratio,email_type_transaction_ratio,email_type_unknown_ratio,email_type_utility_ratio
U0011,0,0.8218666449769462,46,7379296,0,1,0,0,0,0,0,0,0,1,0,1,0,1980,0.6090909090909091,0.2636363636363636,0.06262626262626263,165,0.08484848484848485,0.2545454545454545,0.1393939393939394,0.46060606060606063,0.10909090909090909,0.03636363636363636,15,15,15,314,353.0,1.0,19.625,16,12219905,763744.0625,0.5625,0.1875,0.1875,0.125,0.0,0.25,0.125,0.1875,0.125,257,0.08171206225680934,0.0933852140077821,0.1867704280155642,0.06614785992217899,0.1245136186770428,0.20622568093385213,0.08171206225680934,0.15953307392996108,84,0.10714285714285714,0.10714285714285714,0.3333333333333333,0.21428571428571427,0.21428571428571427,0.011904761904761904,0.11904761904761904
U0012,0,0.865983393818009,31,10307043,0,0,1,0,0,0,1,0,0,0,0,1,0,1350,0.6029629629629629,0.27111111111111114,0.06518518518518518,237,0.06751054852320675,0.29535864978902954,0.10548523206751055,0.45147679324894513,0.10548523206751055,0.04219409282700422,15,15,17,347,458.0,1.0,19.27777777777778,9,7716472,857385.7777777778,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.0,197,0.07106598984771574,0.09137055837563451,0.16751269035532995,0.09644670050761421,0.13705583756345177,0.22842639593908629,0.07614213197969544,0.1319796954314721,104,0.08653846153846154,0.07692307692307693,0.3173076923076923,0.22115384615384615,0.2403846153846154,0.009615384615384616,0.1346153846153846
U0013,1,0.8812511519168188,20,12301891,0,0,1,0,0,0,0,0,0,1,0,0,1,3330,0.5975975975975976,0.2972972972972973,0.06696696696696697,259,0.09266409266409266,0.3281853281853282,0.15057915057915058,0.37065637065637064,0.09652509652509653,0.05405405405405406,19,16,11,356,351.0,1.0,29.666666666666668,22,14392559,654207.2272727273,0.8181818181818182,0.13636363636363635,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.0,0.22727272727272727,387,0.08527131782945736,0.11627906976744186,0.14728682170542637,0.07235142118863049,0.13953488372093023,0.165374677002584,0.11886304909560723,0.15503875968992248,99,0.09090909090909091,0.06060606060606061,0.32323232323232326,0.24242424242424243,0.24242424242424243,0.030303030303030304,0.10101010101010101
U0014,1,0.6667190994096294,24,24533025,0,0,0,1,0,0,0,0,0,0,1,1,0,1620,0.5987654320987654,0.20185185185185187,0.03641975308641975,262,0.04961832061068702,0.29770992366412213,0.09923664122137404,0.4312977099236641,0.11068702290076336,0.061068702290076333,18,15,12,299,502.0,2.0,23.0,13,10639906,818454.3076923077,0.46153846153846156,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.38461538461538464,0.0,0.0,321,0.09345794392523364,0.09657320872274143,0.1588785046728972,0.0529595015576324,0.13707165109034267,0.2336448598130841,0.07165109034267912,0.1557632398753894,65,0.046153846153846156,0.03076923076923077,0.46153846153846156,0.09230769230769231,0.23076923076923078,0.03076923076923077,0.15384615384615385
U0015,0,0.596001565458454,39,14322303,0,1,0,0,0,0,0,1,0,0,0,1,0,1800,0.5722222222222222,0.19055555555555556,0.03611111111111111,265,0.06792452830188679,0.29056603773584905,0.11320754716981132,0.47924528301886793,0.06037735849056604,0.05660377358490566,16,15,9,397,428.0,2.0,39.7,23,17171121,746570.4782608695,0.43478260869565216,0.13043478260869565,0.2608695652173913,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.21739130434782608,0.043478260869565216,259,0.10810810810810811,0.0888030888030888,0.138996138996139,0.05019305019305019,0.12355212355212356,0.2471042471042471,0.05791505791505792,0.18532818532818532,95,0.12631578947368421,0.031578947368421054,0.3157894736842105,0.2631578947368421,0.25263157894736843,0.031578947368421054,0.10526315789473684
U0016,1,0.7803480859919494,21,22001942,0,1,0,0,0,1,0,0,0,0,0,0,1,2160,0.5912037037037037,0.18333333333333332,0.027777777777777776,264,0.041666666666666664,0.25,0.0946969696969697,0.5,0.08333333333333333,0.07196969696969698,21,19,16,567,257.0,1.0,33.35294117647059,20,19268902,963445.1,0.4,0.3,0.2,0.1,0.1,0.3,0.0,0.2,0.1,103,0.13592233009708737,0.07766990291262135,0.11650485436893204,0.04854368932038835,0.13592233009708737,0.24271844660194175,0.038834951456310676,0.20388349514563106,99,0.04040404040404041,0.10101010101010101,0.3939393939393939,0.21212121212121213,0.16161616161616163,0.020202020202020204,0.1111111111111111
U0017,0,0.6041120467384903,30,21415991,0,1,0,0,0,0,0,0,0,0,1,0,1,1620,0.608641975308642,0.14444444444444443,0.014814814814814815,238,0.029411764705882353,0.3277310924369748,0.06722689075630252,0.4789915966386555,0.07142857142857142,0.0546218487394958,17,16,14,474,580.0,1.0,31.6,18,14462132,803451.7777777778,0.2777777777777778,0.16666666666666666,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.05555555555555555,120,0.06666666666666667,0.08333333333333333,0.20833333333333334,0.0,0.08333333333333333,0.35,0.03333333333333333,0.175,86,0.05813953488372093,0.06976744186046512,0.38372093023255816,0.29069767441860467,0.12790697674418605,0.03488372093023256,0.09302325581395349
U0018,0,0.6743906786160742,55,22634382,0,1,0,0,0,0,0,0,0,0,1,0,1,2070,0.6019323671497585,0.2570048309178744,0.04106280193236715,186,0.053763440860215055,0.25806451612903225,0.1774193548387097,0.4032258064516129,0.10752688172043011,0.053763440860215055,17,16,13,339,385.0,2.0,24.214285714285715,23,9876711,429422.2173913043,0.4782608695652174,0.043478260869565216,0.2608695652173913,0.043478260869565216,0.13043478260869565,0.13043478260869565,0.17391304347826086,0.08695652173913043,0.17391304347826086,381,0.05774278215223097,0.09973753280839895,0.13910761154855644,0.06299212598425197,0.12598425196850394,0.26246719160104987,0.09186351706036745,0.16010498687664043,96,0.052083333333333336,0.09375,0.3125,0.19791666666666666,0.20833333333333334,0.041666666666666664,0.14583333333333334
U0019,0,0.8154730199596306,41,17691593,0,1,0,0,0,0,0,0,0,0,1,0,1,2340,0.5991452991452991,0.27136752136752135,0.06538461538461539,226,0.07079646017699115,0.26548672566371684,0.168141592920354,0.42920353982300885,0.09292035398230089,0.04424778761061947,16,16,15,295,310.0,3.0,18.4375,19,15532553,817502.7894736842,0.5789473684210527,0.10526315789473684,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.10526315789473684,297,0.05723905723905724,0.1111111111111111,0.16161616161616163,0.07407407407407407,0.11784511784511785,0.22895622895622897,0.08080808080808081,0.16835016835016836,78,0.0641025641025641,0.11538461538461539,0.4358974358974359,0.14102564102564102,0.24358974358974358,0.01282051282051282,0.05128205128205128
U0020,1,0.954946974762442,24,4650247,0,0,1,0,0,0,1,0,0,0,0,1,0,1980,0.597979797979798,0.32676767676767676,0.08484848484848485,174,0.08620689655172414,0.23563218390804597,0.1206896551724138,0.5114942528735632,0.07471264367816093,0.05747126436781609,15,13,15,237,193.0,1.0,14.8125,12,9587566,798963.8333333334,0.6666666666666666,0.4166666666666667,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.25,0.25,0.0,237,0.0759493670886076,0.04219409282700422,0.1729957805907173,0.10970464135021098,0.0970464135021097,0.20253164556962025,0.13924050632911392,0.16033755274261605,102,0.06862745098039216,0.058823529411764705,0.39215686274509803,0.20588235294117646,0.24509803921568626,0.029411764705882353,0.06862745098039216
U0021,1,0.8201771929250684,48,11612411,1,0,0,0,0,0,1,0,0,0,0,0,1,3150,0.5784126984126984,0.23492063492063492,0.040634920634920635,226,0.048672566371681415,0.22566371681415928,0.12389380530973451,0.504424778761062,0.10176991150442478,0.04424778761061947,17,14,11,369,665.0,0.0,30.75,11,4748563,431687.54545454547,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.18181818181818182,277,0.06498194945848375,0.10830324909747292,0.16967509025270758,0.05054151624548736,0.12274368231046931,0.26353790613718414,0.061371841155234655,0.1588447653429603,78,0.08974358974358974,0.10256410256410256,0.2564102564102564,0.24358974358974358,0.23076923076923078,0.038461538461538464,0.1282051282051282
U0022,1,0.9095774340268138,43,6923500,0,0,1,0,0,0,0,0,0,0,1,1,0,1080,0.6138888888888889,0.3472222222222222,0.11944444444444445,192,0.07291666666666667,0.23958333333333334,0.140625,0.4479166666666667,0.125,0.046875,21,20,16,401,423.0,1.0,23.58823529411765,18,6764164,375786.8888888889,0.6111111111111112,0.1111111111111111,0.16666666666666666,0.0,0.2222222222222222,0.0,0.3333333333333333,0.05555555555555555,0.2222222222222222,228,0.06140350877192982,0.07894736842105263,0.16666666666666666,0.07894736842105263,0.13157894736842105,0.21052631578947367,0.10087719298245613,0.17105263157894737,86,0.11627906976744186,0.09302325581395349,0.37209302325581395,0.20930232558139536,0.2441860465116279,0.0,0.08139534883720931
U0023,0,0.8205574587037862,45,13266938,0,1,0,0,0,0,0,0,0,1,0,0,1,3960,0.6060606060606061,0.23333333333333334,0.04393939393939394,270,0.05925925925925926,0.2740740740740741,0.1111111111111111,0.4703703703703704,0.09259259259259259,0.05185185185185185,19,17,20,516,417.0,0.0,24.571428571428573,19,10379234,546275.4736842106,0.5789473684210527,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.10526315789473684,356,0.08146067415730338,0.10393258426966293,0.13202247191011235,0.05898876404494382,0.13202247191011235,0.21067415730337077,0.0898876404494382,0.19101123595505617,91,0.07692307692307693,0.08791208791208792,0.3076923076923077,0.2087912087912088,0.2967032967032967,0.02197802197802198,0.07692307692307693
U0024,1,0.5198789301222292,25,21865568,0,1,0,0,0,1,0,0,0,0,0,0,1,3870,0.5870801033591732,0.14651162790697675,0.017829457364341085,263,0.049429657794676805,0.2965779467680608,0.1482889733840304,0.41064638783269963,0.10266159695817491,0.04182509505703422,21,20,20,523,365.0,2.0,24.904761904761905,18,15225483,845860.1666666666,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.05555555555555555,326,0.08588957055214724,0.0705521472392638,0.15644171779141106,0.046012269938650305,0.147239263803681,0.254601226993865,0.06134969325153374,0.17791411042944785,68,0.014705882352941176,0.04411764705882353,0.4411764705882353,0.14705882352941177,0.23529411764705882,0.029411764705882353,0.10294117647058823
U0025,1,0.8873135764413209,59,9899430,0,1,0,0,0,0,0,0,1,0,0,1,0,2700,0.5807407407407408,0.2707407407407407,0.07592592592592592,152,0.07236842105263158,0.26973684210526316,0.1118421052631579,0.4868421052631579,0.09210526315789473,0.039473684210526314,19,17,15,402,474.0,2.0,25.125,17,15076397,886846.8823529412,0.6470588235294118,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.17647058823529413,297,0.09090909090909091,0.09764309764309764,0.15824915824915825,0.08080808080808081,0.11784511784511785,0.19865319865319866,0.07407407407407407,0.18181818181818182,79,0.0379746835443038,0.13924050632911392,0.43037974683544306,0.16455696202531644,0.13924050632911392,0.012658227848101266,0.11392405063291139
U0026,1,0.928890755695089,42,10551567,0,0,1,0,0,0,0,0,0,1,0,0,1,2340,0.6064102564102564,0.2918803418803419,0.07051282051282051,211,0.08530805687203792,0.24644549763033174,0.12796208530805686,0.4786729857819905,0.08530805687203792,0.061611374407582936,15,13,11,221,423.0,1.0,18.416666666666668,12,9422894,785241.1666666666,0.75,0.08333333333333333,0.0,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,102,0.08823529411764706,0.0784313725490196,0.17647058823529413,0.08823529411764706,0.1568627450980392,0.20588235294117646,0.0392156862745098,0.16666666666666666,63,0.1746031746031746,0.09523809523809523,0.36507936507936506,0.20634920634920634,0.2698412698412698,0.0,0.06349206349206349
U0027,0,0.6674102440082572,48,23067645,0,1,0,0,0,0,0,0,1,0,0,0,1,2790,0.5931899641577061,0.16917562724014337,0.02043010752688172,153,0.06535947712418301,0.3464052287581699,0.10457516339869281,0.43790849673202614,0.0784313725490196,0.032679738562091505,17,17,18,378,433.0,1.0,19.894736842105264,24,29801873,1241744.7083333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.041666666666666664,0.125,0.20833333333333334,0.125,251,0.09163346613545817,0.10358565737051793,0.21115537848605578,0.027888446215139442,0.11952191235059761,0.24302788844621515,0.05179282868525897,0.15139442231075698,95,0.08421052631578947,0.09473684210526316,0.35789473684210527,0.23157894736842105,0.22105263157894736,0.021052631578947368,0.07368421052631578
U0028,0,0.862559800349644,58,16319810,0,1,0,0,0,0,0,0,0,0,1,1,0,1890,0.5957671957671957,0.2312169312169312,0.042328042328042326,181,0.06629834254143646,0.30386740331491713,0.09944751381215469,0.4419889502762431,0.08839779005524862,0.06629834254143646,20,18,17,421,553.0,2.0,23.38888888888889,18,22111461,1228414.5,0.3888888888888889,0.2777777777777778,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.16666666666666666,0.1111111111111111,179,0.1005586592178771,0.08379888268156424,0.1787709497206704,0.0670391061452514,0.1452513966480447,0.16759776536312848,0.08379888268156424,0.17318435754189945,102,0.08823529411764706,0.08823529411764706,0.3431372549019608,0.22549019607843138,0.2549019607843137,0.0196078431372549,0.06862745098039216
U0029,1,0.8544483473246579,35,12924332,0,0,0,1,0,1,0,0,0,0,0,0,1,3420,0.6125730994152047,0.30526315789473685,0.08508771929824561,292,0.07191780821917808,0.2910958904109589,0.11986301369863013,0.4452054794520548,0.0958904109589041,0.04794520547945205,15,14,20,294,354.0,1.0,14.0,15,9206842,613789.4666666667,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.13333333333333333,0.26666666666666666,0.06666666666666667,231,0.06493506493506493,0.06926406926406926,0.17316017316017315,0.10822510822510822,0.12987012987012986,0.22943722943722944,0.06926406926406926,0.15584415584415584,76,0.02631578947368421,0.10526315789473684,0.40789473684210525,0.19736842105263158,0.15789473684210525,0.039473684210526314,0.09210526315789473
U0030,1,0.9575152906517356,31,4000000,0,0,0,0,1,0,0,0,1,0,0,0,1,2430,0.6065843621399177,0.32181069958847736,0.08888888888888889,281,0.0711743772241993,0.2669039145907473,0.09252669039145907,0.498220640569395,0.10320284697508897,0.03914590747330961,15,14,10,210,399.0,2.0,19.09090909090909,13,4826734,371287.23076923075,0.5384615384615384,0.15384615384615385,0.23076923076923078,0.0,0.15384615384615385,0.15384615384615385,0.0,0.23076923076923078,0.23076923076923078,138,0.06521739130434782,0.06521739130434782,0.10869565217391304,0.057971014492753624,0.11594202898550725,0.2608695652173913,0.13043478260869565,0.1956521739130435,83,0.1566265060240964,0.0963855421686747,0.42168674698795183,0.1686746987951807,0.20481927710843373,0.024096385542168676,0.08433734939759036
U0031,1,0.8769080429763112,48,11071046,0,0,1,0,0,0,0,0,0,0,1,1,0,2970,0.5973063973063973,0.2882154882154882,0.06936026936026936,263,0.07224334600760456,0.26996197718631176,0.13688212927756654,0.42585551330798477,0.08365019011406843,0.08365019011406843,21,19,17,430,324.0,1.0,23.88888888888889,22,16093752,731534.1818181818,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.09090909090909091,0.18181818181818182,430,0.06511627906976744,0.06976744186046512,0.1325581395348837,0.09069767441860466,0.14883720930232558,0.2255813953488372,0.08139534883720931,0.18604651162790697,67,0.1044776119402985,0.07462686567164178,0.31343283582089554,0.3283582089552239,0.1791044776119403,0.014925373134328358,0.08955223880597014
U0032,1,0.6688408527029605,40,24713222,0,1,0,0,0,0,0,0,1,0,0,0,1,3510,0.6,0.15042735042735042,0.015384615384615385,154,0.045454545454545456,0.35714285714285715,0.12337662337662338,0.3961038961038961,0.09740259740259741,0.025974025974025976,22,18,20,577,508.0,1.0,27.476190476190474,10,6738759,673875.9,0.5,0.1,0.0,0.1,0.1,0.0,0.4,0.2,0.2,257,0.10505836575875487,0.0933852140077821,0.17509727626459143,0.04669260700389105,0.1517509727626459,0.22178988326848248,0.042801556420233464,0.16342412451361868,97,0.041237113402061855,0.07216494845360824,0.3711340206185567,0.14432989690721648,0.21649484536082475,0.041237113402061855,0.15463917525773196
U0033,1,0.9321613521358488,32,5846936,0,0,0,0,1,0,0,1,0,0,0,0,1,3240,0.6030864197530864,0.2975308641975309,0.08024691358024691,395,0.06582278481012659,0.31645569620253167,0.13924050632911392,0.3848101265822785,0.10379746835443038,0.05569620253164557,14,14,12,316,394.0,1.0,24.307692307692307,3,1478011,492670.3333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,347,0.05763688760806916,0.069164265129683,0.1729106628242075,0.10662824207492795,0.11815561959654179,0.2017291066282421,0.12968299711815562,0.1440922190201729,61,0.14754098360655737,0.04918032786885246,0.3442622950819672,0.19672131147540983,0.29508196721311475,0.0,0.11475409836065574
U0034,0,0.549566119382621,38,25649271,0,1,0,0,0,1,0,0,0,0,0,1,0,2340,0.5893162393162393,0.12692307692307692,0.011538461538461539,186,0.03763440860215054,0.27419354838709675,0.10752688172043011,0.41935483870967744,0.13440860215053763,0.06451612903225806,21,20,15,524,174.0,0.0,32.75,12,9505669,792139.0833333334,0.25,0.0,0.0,0.25,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,74,0.05405405405405406,0.14864864864864866,0.14864864864864866,0.013513513513513514,0.17567567567567569,0.20270270270270271,0.05405405405405406,0.20270270270270271,59,0.05084745762711865,0.05084745762711865,0.4576271186440678,0.2033898305084746,0.1864406779661017,0.03389830508474576,0.06779661016949153
