user_id,ts,from_domain,type,subject,has_risk_kw,risk_kw
U0001,2025-08-04T14:48:24.201932,work.vn,utility,Xác nhận đơn hàng,0,
U0001,2025-08-01T16:39:11.201932,utility.vn,statement,Cảnh báo công nợ,1,payday
U0001,2025-07-30T04:07:42.201932,promo.vn,transaction,Biên lai thanh toán,0,
U0001,2025-08-04T18:08:45.201932,utility.vn,statement,Mời phỏng vấn,0,
U0001,2025-06-03T07:10:06.201932,promo.vn,promo,Xác nhận đơn hàng,0,
U0001,2025-08-05T08:58:37.201932,promo.vn,promo,Mời phỏng vấn,0,
U0001,2025-08-21T23:09:07.201932,telco.vn,transaction,Mời phỏng vấn,0,
U0001,2025-08-21T15:48:40.201932,promo.vn,transaction,Khuyến mãi độc quyền,0,
U0001,2025-07-06T07:53:55.201932,promo.vn,transaction,Ưu đãi mùa tết,0,
U0001,2025-06-17T05:43:50.201932,promo.vn,promo,Cập nhật chính sách,0,
U0001,2025-07-31T05:22:14.201932,utility.vn,transaction,Cập nhật chính sách,0,
U0001,2025-06-18T19:00:42.201932,utility.vn,transaction,Ưu đãi mùa tết,0,
U0001,2025-05-31T19:17:18.201932,bank.vn,transaction,Mời phỏng vấn,0,
U0001,2025-08-01T09:48:51.201932,utility.vn,statement,Ưu đãi mùa tết,0,
U0001,2025-06-01T08:47:55.201932,promo.vn,transaction,Cập nhật chính sách,0,
U0001,2025-06-14T13:25:12.201932,promo.vn,statement,Cập nhật chính sách,0,
U0001,2025-08-19T15:18:11.201932,work.vn,transaction,Cập nhật chính sách,0,
U0001,2025-07-27T13:35:22.201932,utility.vn,utility,Cảnh báo công nợ,1,tín dụng đen
U0001,2025-06-23T15:41:23.201932,utility.vn,statement,Xác nhận đơn hàng,0,
U0001,2025-07-19T20:02:49.201932,promo.vn,transaction,Cảnh báo công nợ,1,tín dụng đen
U0001,2025-06-09T15:57:54.201932,bank.vn,transaction,Thông báo quá hạn,1,payday
U0001,2025-08-09T08:21:33.201932,promo.vn,promo,Ưu đãi mùa tết,0,
U0001,2025-08-03T20:09:36.201932,telco.vn,unknown,Ưu đãi mùa tết,0,
U0001,2025-07-20T18:41:41.201932,bank.vn,utility,Thông báo quá hạn,0,
U0001,2025-06-30T13:02:46.201932,promo.vn,transaction,Thông báo quá hạn,0,
U0001,2025-08-20T19:04:17.201932,telco.vn,promo,Biên lai thanh toán,0,
U0001,2025-08-23T14:12:29.201932,ecom.vn,transaction,Xác nhận đơn hàng,0,
U0001,2025-08-22T03:36:34.201932,ecom.vn,transaction,Mời phỏng vấn,0,
U0001,2025-08-06T03:43:33.201932,ecom.vn,promo,Sao kê tài khoản,0,
U0001,2025-08-27T10:46:54.201932,work.vn,transaction,Cập nhật chính sách,0,
U0001,2025-08-18T03:12:31.201932,bank.vn,promo,Sao kê tài khoản,0,
U0001,2025-08-02T21:51:25.201932,ecom.vn,promo,Biên lai thanh toán,0,
U0001,2025-06-22T14:52:52.201932,telco.vn,transaction,Xác nhận đơn hàng,0,
U0001,2025-07-22T15:31:41.201932,utility.vn,utility,Nhắc thanh toán,0,
U0001,2025-07-30T03:04:36.201932,work.vn,promo,Thông báo dịch vụ,0,
U0001,2025-06-27T12:52:28.201932,telco.vn,utility,Mời phỏng vấn,0,
U0001,2025-07-17T16:06:17.201932,ecom.vn,statement,Mời phỏng vấn,0,
U0001,2025-08-11T19:00:55.201932,promo.vn,transaction,Thông báo quá hạn,0,
U0001,2025-07-19T07:00:31.201932,utility.vn,promo,Khuyến mãi độc quyền,0,
U0001,2025-08-28T01:49:00.201932,utility.vn,promo,Cập nhật chính sách,0,
U0001,2025-06-21T18:45:42.201932,utility.vn,statement,Khuyến mãi độc quyền,0,
U0001,2025-05-31T17:18:12.201932,promo.vn,transaction,Thông báo quá hạn,0,
U0001,2025-07-06T00:02:00.201932,bank.vn,utility,Cập nhật chính sách,0,
U0001,2025-08-04T03:49:14.201932,bank.vn,transaction,Nhắc thanh toán,1,payday
U0001,2025-06-20T02:42:39.201932,work.vn,statement,Mời phỏng vấn,0,
U0001,2025-07-27T06:03:15.201932,bank.vn,statement,Nhắc thanh toán,0,
U0001,2025-07-05T13:29:26.201932,bank.vn,unknown,Khuyến mãi độc quyền,0,
U0001,2025-06-30T17:13:57.201932,telco.vn,promo,Ưu đãi mùa tết,0,
U0001,2025-06-27T09:39:25.201932,promo.vn,transaction,Nhắc thanh toán,1,late fee
U0001,2025-06-14T13:06:10.201932,work.vn,statement,Biên lai thanh toán,0,
U0001,2025-08-02T13:36:20.201932,bank.vn,utility,Ưu đãi mùa tết,0,
U0001,2025-06-10T11:09:00.201932,promo.vn,promo,Ưu đãi mùa tết,0,
U0001,2025-06-03T03:34:03.201932,utility.vn,transaction,Cập nhật chính sách,0,
U0001,2025-07-01T22:20:58.201932,promo.vn,promo,Ưu đãi mùa tết,0,
U0001,2025-07-01T11:04:54.201932,ecom.vn,promo,Nhắc thanh toán,0,
U0001,2025-08-12T19:59:02.201932,work.vn,transaction,Thông báo quá hạn,1,overdue
U0001,2025-07-22T06:29:28.201932,ecom.vn,promo,Thông báo quá hạn,0,
U0001,2025-07-05T05:39:28.201932,ecom.vn,promo,Thông báo dịch vụ,0,
U0001,2025-06-28T15:49:54.201932,utility.vn,statement,Biên lai thanh toán,0,
U0001,2025-07-16T08:29:42.201932,bank.vn,promo,Thông báo dịch vụ,0,
U0001,2025-07-28T15:47:02.201932,bank.vn,job,Thông báo dịch vụ,0,
U0001,2025-08-19T01:23:04.201932,promo.vn,promo,Nhắc thanh toán,0,
U0001,2025-06-04T21:40:23.201932,telco.vn,statement,Cập nhật chính sách,0,
U0002,2025-08-03T00:42:03.201932,telco.vn,transaction,Thông báo dịch vụ,0,
U0002,2025-06-01T02:01:24.201932,utility.vn,job,Thông báo quá hạn,0,
U0002,2025-07-23T02:32:52.201932,ecom.vn,promo,Xác nhận đơn hàng,0,
U0002,2025-06-27T19:07:40.201932,ecom.vn,statement,Thông báo quá hạn,0,
U0002,2025-07-17T07:02:55.201932,bank.vn,promo,Biên lai thanh toán,0,
U0002,2025-06-26T02:21:04.201932,telco.vn,transaction,Khuyến mãi độc quyền,0,
U0002,2025-07-21T00:07:30.201932,ecom.vn,promo,Biên lai thanh toán,0,
U0002,2025-06-20T09:03:54.201932,utility.vn,utility,Mời phỏng vấn,0,
U0002,2025-06-29T05:12:01.201932,work.vn,promo,Thông báo dịch vụ,0,
U0002,2025-07-02T14:02:29.201932,bank.vn,statement,Khuyến mãi độc quyền,0,
U0002,2025-08-13T05:42:02.201932,utility.vn,promo,Thông báo quá hạn,0,
U0002,2025-07-14T00:31:55.201932,ecom.vn,statement,Xác nhận đơn hàng,0,
U0002,2025-07-15T04:32:51.201932,utility.vn,job,Cập nhật chính sách,0,
U0002,2025-06-19T21:43:20.201932,bank.vn,statement,Cập nhật chính sách,0,
U0002,2025-07-10T11:33:06.201932,ecom.vn,utility,Khuyến mãi độc quyền,0,
U0002,2025-07-08T17:07:41.201932,ecom.vn,promo,Nhắc thanh toán,0,
U0002,2025-08-11T20:42:51.201932,utility.vn,utility,Xác nhận đơn hàng,0,
U0002,2025-08-24T06:25:45.201932,work.vn,promo,Thông báo dịch vụ,0,
U0002,2025-07-23T20:00:12.201932,telco.vn,utility,Xác nhận đơn hàng,0,
U0002,2025-06-21T17:21:45.201932,telco.vn,statement,Cảnh báo công nợ,1,chậm đóng
U0002,2025-08-14T02:20:25.201932,promo.vn,promo,Khuyến mãi độc quyền,0,
U0002,2025-07-10T22:04:28.201932,ecom.vn,promo,Thông báo quá hạn,0,
U0002,2025-08-23T00:36:21.201932,ecom.vn,job,Nhắc thanh toán,0,
U0002,2025-06-13T04:49:49.201932,bank.vn,transaction,Thông báo dịch vụ,0,
U0002,2025-08-15T12:07:51.201932,utility.vn,promo,Biên lai thanh toán,0,
U0002,2025-07-02T09:54:00.201932,bank.vn,transaction,Xác nhận đơn hàng,0,
U0002,2025-07-30T09:25:40.201932,telco.vn,promo,Thông báo dịch vụ,0,
U0002,2025-08-27T19:30:33.201932,ecom.vn,promo,Thông báo quá hạn,0,
U0002,2025-06-12T11:55:08.201932,promo.vn,job,Thông báo dịch vụ,0,
U0002,2025-07-25T01:57:56.201932,telco.vn,promo,Thông báo quá hạn,0,
U0002,2025-07-15T02:01:00.201932,utility.vn,transaction,Thông báo quá hạn,0,
U0002,2025-06-12T06:47:45.201932,promo.vn,promo,Cập nhật chính sách,0,
U0002,2025-06-29T23:35:48.201932,bank.vn,promo,Thông báo quá hạn,0,
U0002,2025-07-05T17:43:54.201932,telco.vn,transaction,Mời phỏng vấn,0,
U0002,2025-08-09T20:02:40.201932,utility.vn,promo,Cập nhật chính sách,0,
U0002,2025-06-24T12:35:24.201932,work.vn,promo,Mời phỏng vấn,0,
U0002,2025-08-01T05:00:13.201932,utility.vn,transaction,Biên lai thanh toán,0,
U0002,2025-06-28T17:42:23.201932,ecom.vn,transaction,Ưu đãi mùa tết,0,
U0002,2025-08-14T03:32:09.201932,promo.vn,transaction,Khuyến mãi độc quyền,0,
U0002,2025-06-18T11:04:52.201932,ecom.vn,statement,Thông báo quá hạn,0,
U0002,2025-06-02T18:35:41.201932,bank.vn,transaction,Thông báo quá hạn,1,nợ xấu
U0002,2025-08-06T06:31:07.201932,ecom.vn,promo,Mời phỏng vấn,0,
U0002,2025-07-08T23:19:07.201932,telco.vn,transaction,Biên lai thanh toán,0,
U0002,2025-07-17T05:50:41.201932,telco.vn,transaction,Thông báo dịch vụ,0,
U0002,2025-07-04T19:51:47.201932,promo.vn,promo,Mời phỏng vấn,0,
U0002,2025-07-08T06:34:56.201932,promo.vn,utility,Cập nhật chính sách,0,
U0002,2025-06-29T17:36:50.201932,work.vn,transaction,Thông báo dịch vụ,0,
U0002,2025-07-27T00:23:01.201932,bank.vn,transaction,Khuyến mãi độc quyền,0,
U0002,2025-07-21T19:31:17.201932,telco.vn,transaction,Nhắc thanh toán,0,
U0002,2025-07-24T12:17:37.201932,utility.vn,transaction,Thông báo quá hạn,1,overdue
U0002,2025-07-19T04:11:00.201932,promo.vn,job,Ưu đãi mùa tết,0,
U0002,2025-08-05T01:08:35.201932,telco.vn,promo,Ưu đãi mùa tết,0,
U0002,2025-08-03T12:32:22.201932,ecom.vn,utility,Cập nhật chính sách,0,
U0002,2025-07-02T04:23:25.201932,ecom.vn,job,Biên lai thanh toán,0,
U0002,2025-08-22T16:22:57.201932,telco.vn,transaction,Ưu đãi mùa tết,0,
U0002,2025-06-18T12:56:57.201932,utility.vn,job,Thông báo dịch vụ,0,
U0002,2025-06-08T03:59:00.201932,promo.vn,promo,Nhắc thanh toán,0,
U0002,2025-08-10T05:52:11.201932,ecom.vn,promo,Ưu đãi mùa tết,0,
U0002,2025-06-22T00:43:17.201932,telco.vn,transaction,Thông báo quá hạn,0,
U0002,2025-07-13T14:56:21.201932,promo.vn,transaction,Cập nhật chính sách,0,
U0002,2025-06-04T00:13:50.201932,work.vn,statement,Thông báo dịch vụ,0,
U0002,2025-07-24T19:28:53.201932,ecom.vn,utility,Thông báo dịch vụ,0,
U0002,2025-07-03T08:06:38.201932,promo.vn,promo,Xác nhận đơn hàng,0,
U0002,2025-07-14T21:53:02.201932,work.vn,promo,Khuyến mãi độc quyền,0,
U0002,2025-08-08T01:13:00.201932,telco.vn,utility,Mời phỏng vấn,0,
U0002,2025-07-22T22:03:45.201932,telco.vn,promo,Biên lai thanh toán,0,
U0002,2025-05-31T21:44:11.201932,ecom.vn,promo,Thông báo quá hạn,0,
U0002,2025-08-13T05:17:41.201932,utility.vn,transaction,Biên lai thanh toán,0,
U0002,2025-08-03T21:29:15.201932,bank.vn,statement,Biên lai thanh toán,0,
U0002,2025-07-11T16:26:13.201932,work.vn,job,Nhắc thanh toán,0,
U0002,2025-06-13T04:29:37.201932,promo.vn,unknown,Mời phỏng vấn,0,
U0002,2025-08-02T00:47:32.201932,bank.vn,transaction,Nhắc thanh toán,0,
U0002,2025-08-20T06:41:23.201932,ecom.vn,promo,Sao kê tài khoản,0,
U0002,2025-06-21T04:59:45.201932,work.vn,statement,Mời phỏng vấn,0,
U0002,2025-08-09T04:59:29.201932,telco.vn,statement,Cập nhật chính sách,0,
U0002,2025-08-13T00:27:19.201932,telco.vn,promo,Mời phỏng vấn,0,
U0002,2025-07-22T02:52:38.201932,telco.vn,promo,Nhắc thanh toán,0,
U0002,2025-07-29T10:36:31.201932,telco.vn,utility,Thông báo quá hạn,0,
U0002,2025-06-24T16:27:09.201932,utility.vn,statement,Mời phỏng vấn,0,
U0002,2025-08-27T17:30:08.201932,telco.vn,promo,Thông báo quá hạn,0,
U0002,2025-06-08T00:25:47.201932,work.vn,promo,Thông báo dịch vụ,0,
U0002,2025-07-19T11:56:21.201932,utility.vn,utility,Mời phỏng vấn,0,
U0002,2025-06-11T13:45:02.201932,telco.vn,transaction,Xác nhận đơn hàng,0,
U0002,2025-08-19T17:44:24.201932,promo.vn,promo,Xác nhận đơn hàng,0,
U0002,2025-08-15T11:23:39.201932,utility.vn,utility,Cập nhật chính sách,0,
U0002,2025-06-02T17:25:27.201932,utility.vn,job,Sao kê tài khoản,0,
U0003,2025-08-07T00:03:01.201932,telco.vn,transaction,Mời phỏng vấn,0,
U0003,2025-07-11T00:33:56.201932,utility.vn,promo,Thông báo quá hạn,0,
U0003,2025-06-12T14:43:27.201932,promo.vn,job,Thông báo quá hạn,0,
U0003,2025-06-04T00:13:55.201932,telco.vn,transaction,Ưu đãi mùa tết,0,
U0003,2025-07-27T09:24:45.201932,promo.vn,transaction,Ưu đãi mùa tết,0,
U0003,2025-08-14T01:50:16.201932,utility.vn,transaction,Cập nhật chính sách,0,
U0003,2025-08-19T20:57:07.201932,work.vn,promo,Ưu đãi mùa tết,0,
U0003,2025-06-30T02:35:46.201932,ecom.vn,utility,Mời phỏng vấn,0,
U0003,2025-08-04T16:33:33.201932,bank.vn,statement,Xác nhận đơn hàng,0,
U0003,2025-07-18T22:12:59.201932,utility.vn,transaction,Thông báo quá hạn,1,payday
U0003,2025-06-05T00:10:31.201932,bank.vn,promo,Thông báo dịch vụ,0,
U0003,2025-08-03T15:41:22.201932,work.vn,promo,Thông báo dịch vụ,0,
U0003,2025-06-11T23:46:16.201932,ecom.vn,statement,Cảnh báo công nợ,1,short loan
U0003,2025-07-09T06:49:55.201932,bank.vn,statement,Nhắc thanh toán,0,
U0003,2025-07-12T08:58:43.201932,promo.vn,transaction,Thông báo dịch vụ,0,
U0003,2025-06-02T21:02:41.201932,bank.vn,statement,Cập nhật chính sách,0,
U0003,2025-06-02T07:17:52.201932,utility.vn,transaction,Biên lai thanh toán,0,
U0003,2025-06-20T07:40:21.201932,bank.vn,transaction,Sao kê tài khoản,0,
U0003,2025-07-21T22:13:25.201932,work.vn,promo,Thông báo quá hạn,0,
U0003,2025-06-05T00:03:27.201932,work.vn,statement,Ưu đãi mùa tết,0,
U0003,2025-07-04T12:27:24.201932,telco.vn,utility,Cập nhật chính sách,0,
U0003,2025-06-18T20:17:22.201932,ecom.vn,promo,Xác nhận đơn hàng,0,
U0003,2025-07-30T23:17:54.201932,utility.vn,promo,Cập nhật chính sách,0,
U0003,2025-07-04T16:27:32.201932,telco.vn,statement,Nhắc thanh toán,0,
U0003,2025-08-04T18:26:38.201932,ecom.vn,statement,Khuyến mãi độc quyền,0,
U0003,2025-07-19T20:53:08.201932,utility.vn,statement,Biên lai thanh toán,0,
U0003,2025-07-09T14:14:15.201932,utility.vn,promo,Ưu đãi mùa tết,0,
U0003,2025-06-29T23:16:53.201932,ecom.vn,promo,Mời phỏng vấn,0,
U0003,2025-08-17T06:54:07.201932,telco.vn,promo,Ưu đãi mùa tết,0,
U0003,2025-06-18T20:37:51.201932,telco.vn,statement,Thông báo quá hạn,1,late fee
U0003,2025-07-23T23:34:30.201932,ecom.vn,transaction,Thông báo quá hạn,1,payday
U0003,2025-07-08T05:29:27.201932,bank.vn,transaction,Cảnh báo công nợ,1,collection
U0003,2025-06-19T05:38:31.201932,ecom.vn,promo,Mời phỏng vấn,0,
U0003,2025-06-11T03:42:05.201932,utility.vn,transaction,Thông báo quá hạn,0,
U0003,2025-07-28T17:55:03.201932,bank.vn,promo,Sao kê tài khoản,0,
U0003,2025-06-21T03:41:30.201932,ecom.vn,promo,Nhắc thanh toán,0,
U0003,2025-06-20T06:49:21.201932,utility.vn,transaction,Ưu đãi mùa tết,0,
U0003,2025-08-11T15:19:50.201932,promo.vn,statement,Thông báo dịch vụ,0,
U0003,2025-07-11T00:07:47.201932,bank.vn,promo,Xác nhận đơn hàng,0,
U0003,2025-08-05T23:06:53.201932,utility.vn,job,Xác nhận đơn hàng,0,
U0003,2025-07-24T01:48:54.201932,promo.vn,promo,Thông báo dịch vụ,0,
U0003,2025-08-28T05:01:15.201932,telco.vn,promo,Thông báo quá hạn,0,
U0003,2025-08-29T04:02:47.201932,promo.vn,promo,Nhắc thanh toán,0,
U0003,2025-08-08T09:11:49.201932,work.vn,statement,Biên lai thanh toán,0,
U0003,2025-08-11T12:23:01.201932,ecom.vn,promo,Thông báo quá hạn,0,
U0003,2025-06-16T11:29:49.201932,utility.vn,promo,Mời phỏng vấn,0,
U0003,2025-08-27T05:55:18.201932,telco.vn,job,Xác nhận đơn hàng,0,
U0003,2025-07-31T07:51:56.201932,ecom.vn,statement,Cập nhật chính sách,0,
U0003,2025-08-06T21:07:08.201932,bank.vn,transaction,Biên lai thanh toán,0,
U0003,2025-08-25T04:36:29.201932,promo.vn,transaction,Thông báo quá hạn,0,
U0003,2025-06-15T02:50:40.201932,promo.vn,statement,Cập nhật chính sách,0,
U0003,2025-06-02T22:25:51.201932,telco.vn,transaction,Khuyến mãi độc quyền,0,
U0003,2025-06-08T09:14:56.201932,work.vn,promo,Khuyến mãi độc quyền,0,
U0003,2025-08-26T22:46:59.201932,work.vn,promo,Ưu đãi mùa tết,0,
U0003,2025-07-08T06:31:42.201932,bank.vn,promo,Thông báo quá hạn,0,
U0003,2025-08-29T02:03:23.201932,utility.vn,job,Cập nhật chính sách,0,
U0003,2025-06-25T14:27:48.201932,ecom.vn,statement,Sao kê tài khoản,0,
U0003,2025-06-22T23:55:09.201932,utility.vn,promo,Ưu đãi mùa tết,0,
U0003,2025-08-26T05:33:28.201932,promo.vn,promo,Xác nhận đơn hàng,0,
U0003,2025-08-15T15:20:54.201932,promo.vn,job,Thông báo quá hạn,0,
U0003,2025-08-06T12:41:53.201932,telco.vn,transaction,Cảnh báo công nợ,1,chậm đóng
U0003,2025-08-13T03:08:55.201932,telco.vn,transaction,Xác nhận đơn hàng,0,
U0003,2025-07-09T08:40:18.201932,ecom.vn,promo,Mời phỏng vấn,0,
U0003,2025-08-19T16:29:03.201932,work.vn,transaction,Mời phỏng vấn,0,
U0003,2025-06-25T08:56:25.201932,ecom.vn,transaction,Cập nhật chính sách,0,
U0003,2025-08-02T11:46:11.201932,bank.vn,statement,Sao kê tài khoản,0,
U0003,2025-07-22T12:49:36.201932,telco.vn,promo,Thông báo quá hạn,0,
U0003,2025-07-21T03:52:19.201932,promo.vn,promo,Cập nhật chính sách,0,
U0003,2025-08-13T01:50:58.201932,utility.vn,transaction,Sao kê tài khoản,0,
U0003,2025-06-21T00:17:54.201932,work.vn,promo,Ưu đãi mùa tết,0,
U0003,2025-08-24T03:57:40.201932,utility.vn,promo,Khuyến mãi độc quyền,0,
U0003,2025-06-24T18:01:37.201932,utility.vn,statement,Sao kê tài khoản,0,
U0003,2025-08-11T11:25:47.201932,promo.vn,promo,Xác nhận đơn hàng,0,
U0003,2025-05-31T15:13:23.201932,utility.vn,statement,Nhắc thanh toán,1,chậm đóng
U0003,2025-08-09T22:28:34.201932,bank.vn,transaction,Ưu đãi mùa tết,0,
U0003,2025-06-10T10:28:06.201932,utility.vn,statement,Thông báo quá hạn,1,late fee
U0003,2025-07-09T02:26:25.201932,bank.vn,utility,Khuyến mãi độc quyền,0,
U0004,2025-07-02T08:00:47.201932,telco.vn,transaction,Sao kê tài khoản,0,
U0004,2025-08-20T02:41:56.201932,utility.vn,transaction,Ưu đãi mùa tết,0,
U0004,2025-06-23T04:04:14.201932,work.vn,transaction,Xác nhận đơn hàng,0,
U0004,2025-07-11T04:53:45.201932,ecom.vn,statement,Thông báo dịch vụ,0,
U0004,2025-08-08T22:17:51.201932,telco.vn,promo,Thông báo quá hạn,0,
U0004,2025-06-08T23:37:12.201932,promo.vn,promo,Thông báo dịch vụ,0,
U0004,2025-06-19T08:45:06.201932,utility.vn,promo,Khuyến mãi độc quyền,0,
U0004,2025-07-07T01:25:09.201932,utility.vn,promo,Mời phỏng vấn,0,
U0004,2025-06-16T21:15:13.201932,telco.vn,utility,Sao kê tài khoản,0,
U0004,2025-06-15T22:42:38.201932,telco.vn,transaction,Ưu đãi mùa tết,0,
U0004,2025-06-11T23:58:30.201932,bank.vn,transaction,Thông báo quá hạn,0,
U0004,2025-07-04T09:08:14.201932,utility.vn,transaction,Thông báo quá hạn,0,
U0004,2025-06-12T16:24:34.201932,promo.vn,promo,Xác nhận đơn hàng,0,
U0004,2025-07-26T07:40:58.201932,promo.vn,promo,Cập nhật chính sách,0,
U0004,2025-08-19T15:26:35.201932,work.vn,promo,Thông báo quá hạn,0,
U0004,2025-06-22T22:07:31.201932,work.vn,statement,Nhắc thanh toán,1,overdue
U0004,2025-08-03T09:18:18.201932,work.vn,promo,Sao kê tài khoản,0,
U0004,2025-07-18T21:17:48.201932,utility.vn,statement,Cập nhật chính sách,0,
U0004,2025-06-26T17:44:51.201932,utility.vn,promo,Sao kê tài khoản,0,
U0004,2025-06-12T19:53:29.201932,bank.vn,promo,Xác nhận đơn hàng,0,
U0004,2025-06-21T03:23:28.201932,utility.vn,statement,Mời phỏng vấn,0,
U0004,2025-06-28T18:38:19.201932,utility.vn,promo,Ưu đãi mùa tết,0,
U0004,2025-06-27T00:57:05.201932,utility.vn,utility,Thông báo quá hạn,1,chậm đóng
U0004,2025-08-01T08:38:25.201932,work.vn,transaction,Thông báo quá hạn,0,
U0004,2025-06-09T21:00:03.201932,work.vn,promo,Ưu đãi mùa tết,0,
U0004,2025-07-14T09:03:29.201932,ecom.vn,statement,Nhắc thanh toán,0,
U0004,2025-07-30T22:11:21.201932,work.vn,statement,Khuyến mãi độc quyền,0,
U0004,2025-08-19T17:58:56.201932,bank.vn,promo,Xác nhận đơn hàng,0,
U0004,2025-08-12T14:27:45.201932,ecom.vn,promo,Nhắc thanh toán,0,
U0004,2025-06-30T00:51:29.201932,ecom.vn,statement,Sao kê tài khoản,0,
U0004,2025-07-27T10:30:29.201932,ecom.vn,transaction,Xác nhận đơn hàng,0,
U0004,2025-08-05T22:28:31.201932,work.vn,statement,Biên lai thanh toán,0,
U0004,2025-06-01T03:57:52.201932,ecom.vn,statement,Cảnh báo công nợ,1,short loan
U0004,2025-06-13T04:38:36.201932,utility.vn,statement,Mời phỏng vấn,0,
U0004,2025-07-08T17:06:13.201932,bank.vn,utility,Thông báo dịch vụ,0,
U0004,2025-06-27T15:11:06.201932,bank.vn,utility,Sao kê tài khoản,0,
U0004,2025-07-01T20:26:33.201932,work.vn,unknown,Xác nhận đơn hàng,0,
U0004,2025-05-31T17:58:45.201932,ecom.vn,transaction,Cảnh báo công nợ,1,collection
U0004,2025-07-24T20:10:18.201932,ecom.vn,promo,Sao kê tài khoản,0,
U0004,2025-07-30T05:14:45.201932,telco.vn,promo,Thông báo dịch vụ,0,
U0004,2025-06-24T10:58:08.201932,telco.vn,promo,Ưu đãi mùa tết,0,
U0004,2025-06-03T09:24:44.201932,utility.vn,transaction,Khuyến mãi độc quyền,0,
U0004,2025-06-13T01:34:33.201932,ecom.vn,utility,Khuyến mãi độc quyền,0,
U0004,2025-06-23T11:20:00.201932,work.vn,utility,Khuyến mãi độc quyền,0,
U0004,2025-08-11T02:05:57.201932,ecom.vn,promo,Nhắc thanh toán,0,
U0004,2025-06-15T08:59:22.201932,telco.vn,promo,Biên lai thanh toán,0,
U0004,2025-06-11T16:06:48.201932,work.vn,statement,Thông báo dịch vụ,0,
U0004,2025-08-27T13:16:19.201932,ecom.vn,promo,Mời phỏng vấn,0,
U0004,2025-07-26T05:31:15.201932,work.vn,promo,Thông báo dịch vụ,0,
U0004,2025-07-25T19:49:47.201932,promo.vn,statement,Cảnh báo công nợ,1,đòi nợ
U0004,2025-07-03T10:07:06.201932,bank.vn,promo,Thông báo dịch vụ,0,
U0004,2025-06-01T18:59:30.201932,bank.vn,promo,Sao kê tài khoản,0,
U0004,2025-06-17T21:55:26.201932,bank.vn,transaction,Mời phỏng vấn,0,
U0004,2025-06-30T19:24:41.201932,telco.vn,promo,Xác nhận đơn hàng,0,
