user_id,ts,platform,posts,likes,friends,violations,joined_days
U0004,2025-07-29T10:08:46.833791,facebook,1,17,388,1,1915
U0004,2025-08-12T04:29:23.833791,tiktok,0,20,388,1,2140
U0004,2025-06-21T16:54:02.833791,tiktok,0,19,388,1,1329
U0004,2025-06-01T09:58:16.833791,facebook,1,25,388,1,331
U0004,2025-08-16T01:00:45.833791,zalo,0,15,388,1,517
U0004,2025-08-02T21:31:50.833791,tiktok,0,29,388,1,1352
U0004,2025-07-15T08:51:50.833791,instagram,1,18,388,1,470
U0004,2025-07-18T08:57:46.833791,zalo,1,33,388,1,1527
U0005,2025-08-11T11:35:52.833791,tiktok,0,30,261,0,1092
U0005,2025-08-12T07:31:55.833791,tiktok,0,9,261,0,1626
U0005,2025-06-21T13:58:23.833791,zalo,2,27,261,0,462
U0005,2025-06-02T22:39:15.833791,tiktok,1,41,261,0,995
U0005,2025-08-17T20:16:47.833791,x,0,47,261,0,1869
U0005,2025-08-05T06:25:21.833791,x,0,40,261,0,1248
U0005,2025-07-14T07:37:18.833791,x,0,7,261,0,1137
U0005,2025-08-12T13:45:22.833791,facebook,1,35,261,0,1258
U0005,2025-07-13T20:14:24.833791,facebook,1,12,261,0,813
U0005,2025-06-21T06:21:18.833791,x,1,24,261,0,347
U0005,2025-07-03T13:15:31.833791,tiktok,2,34,261,0,1036
U0005,2025-07-14T19:07:10.833791,instagram,0,14,261,0,1267
U0005,2025-07-29T20:17:17.833791,facebook,0,17,261,0,901
U0005,2025-06-26T15:59:36.833791,tiktok,1,32,261,0,1468
U0005,2025-06-17T12:25:38.833791,x,1,20,261,0,1365
U0005,2025-06-17T13:59:33.833791,zalo,1,33,261,0,428
U0005,2025-08-07T02:09:56.833791,tiktok,0,19,261,0,1047
U0005,2025-08-25T14:09:22.833791,tiktok,2,12,261,0,1937
U0005,2025-06-05T16:49:49.833791,instagram,0,18,261,0,542
U0005,2025-08-06T00:29:57.833791,instagram,0,23,261,0,163
U0005,2025-07-01T01:37:32.833791,facebook,1,0,261,0,2257
U0006,2025-06-29T16:26:51.833791,tiktok,0,24,250,0,2299
U0006,2025-06-24T02:21:56.833791,tiktok,0,45,250,0,2488
U0006,2025-08-19T14:44:57.833791,instagram,0,51,250,0,243
U0006,2025-07-13T16:46:04.833791,instagram,1,12,250,0,1451
U0006,2025-06-11T00:22:54.833791,instagram,0,22,250,0,187
U0006,2025-08-15T01:20:02.833791,zalo,1,13,250,0,931
U0006,2025-06-28T04:31:06.833791,tiktok,1,23,250,0,1526
U0006,2025-07-19T01:38:05.833791,tiktok,0,6,250,0,753
U0006,2025-06-18T16:44:26.833791,facebook,0,9,250,0,1762
U0006,2025-07-04T08:57:06.833791,tiktok,0,47,250,0,1587
U0006,2025-07-28T22:16:50.833791,facebook,0,19,250,0,969
U0006,2025-08-12T06:07:03.833791,tiktok,3,29,250,0,1184
U0006,2025-07-31T19:23:46.833791,facebook,1,11,250,0,2454
U0006,2025-06-30T07:50:01.833791,facebook,0,47,250,0,296
U0006,2025-06-09T00:37:44.833791,instagram,1,39,250,0,121
U0006,2025-07-10T19:04:01.833791,zalo,2,27,250,0,2260
U0006,2025-08-13T19:58:08.833791,x,1,26,250,0,957
U0006,2025-07-14T09:13:05.833791,zalo,0,7,250,0,2165
U0007,2025-08-11T18:24:28.833791,tiktok,2,16,330,3,1152
U0007,2025-06-03T14:05:07.833791,tiktok,0,20,330,3,345
U0007,2025-06-11T23:48:25.833791,facebook,2,1,330,3,1548
U0007,2025-06-26T00:56:17.833791,x,1,39,330,3,1626
U0007,2025-07-25T08:32:04.833791,zalo,2,29,330,3,1611
U0007,2025-06-11T05:42:24.833791,x,0,34,330,3,1771
U0007,2025-06-09T11:46:39.833791,instagram,0,16,330,3,967
U0007,2025-07-28T07:35:29.833791,instagram,0,9,330,3,2398
U0007,2025-06-03T05:46:50.833791,instagram,0,24,330,3,1365
U0007,2025-06-01T03:20:43.833791,tiktok,0,15,330,3,478
U0007,2025-06-14T06:43:23.833791,instagram,1,10,330,3,1576
U0007,2025-07-27T23:38:26.833791,facebook,1,16,330,3,2103
U0007,2025-07-23T16:20:10.833791,zalo,1,35,330,3,186
U0007,2025-07-15T03:48:13.833791,zalo,2,38,330,3,2306
U0007,2025-06-20T13:44:41.833791,facebook,0,21,330,3,183
U0007,2025-08-02T10:25:59.833791,instagram,1,12,330,3,2427
U0007,2025-07-26T03:55:54.833791,zalo,0,11,330,3,1275
U0008,2025-07-17T08:50:33.833791,facebook,1,23,415,2,1520
U0008,2025-06-22T15:09:36.833791,tiktok,1,25,415,2,2351
U0008,2025-07-11T09:43:02.833791,instagram,1,24,415,2,2446
U0008,2025-08-27T17:20:20.833791,facebook,2,18,415,2,892
U0008,2025-08-18T07:41:56.833791,x,1,0,415,2,2234
U0008,2025-06-14T10:15:16.833791,zalo,0,33,415,2,244
U0008,2025-08-14T15:46:28.833791,facebook,0,18,415,2,2197
U0008,2025-08-01T08:56:56.833791,instagram,2,30,415,2,326
U0008,2025-07-15T18:34:05.833791,x,2,17,415,2,1463
U0008,2025-06-21T01:39:56.833791,facebook,1,19,415,2,1476
U0008,2025-08-08T01:53:20.833791,instagram,0,27,415,2,1338
U0008,2025-07-13T23:29:10.833791,facebook,0,17,415,2,445
U0008,2025-07-11T04:56:38.833791,x,1,20,415,2,2035
U0009,2025-08-01T10:27:08.833791,instagram,2,10,381,0,784
U0009,2025-06-28T01:12:32.833791,x,1,22,381,0,1998
U0009,2025-07-08T21:35:03.833791,instagram,0,36,381,0,1788
U0009,2025-07-11T02:05:15.833791,x,2,8,381,0,2051
U0009,2025-08-24T11:11:23.833791,facebook,0,38,381,0,896
U0009,2025-07-11T22:37:19.833791,tiktok,2,20,381,0,133
U0009,2025-08-03T22:32:35.833791,instagram,1,45,381,0,1976
U0009,2025-06-17T12:08:02.833791,zalo,2,26,381,0,2464
U0009,2025-07-03T21:59:53.833791,instagram,2,20,381,0,1033
U0009,2025-06-06T23:09:56.833791,facebook,0,48,381,0,1767
U0009,2025-08-12T15:47:01.833791,x,1,36,381,0,2477
U0009,2025-07-19T19:28:33.833791,tiktok,1,25,381,0,221
U0009,2025-06-23T00:31:25.833791,tiktok,1,16,381,0,2269
U0009,2025-07-08T11:01:38.833791,x,1,17,381,0,1236
U0009,2025-07-20T22:15:03.833791,tiktok,0,18,381,0,1151
U0009,2025-08-12T03:02:45.833791,instagram,0,0,381,0,1103
U0009,2025-07-22T14:38:44.833791,tiktok,1,40,381,0,1009
U0009,2025-07-11T23:18:42.833791,facebook,1,45,381,0,1872
U0010,2025-07-07T21:57:48.833791,tiktok,0,19,532,4,883
U0010,2025-07-17T21:28:44.833791,x,0,14,532,4,1195
U0010,2025-06-09T13:25:42.833791,zalo,1,23,532,4,1271
U0010,2025-06-15T17:28:36.833791,tiktok,1,23,532,4,183
U0010,2025-07-22T01:23:35.833791,x,1,26,532,4,287
U0010,2025-06-09T07:50:47.833791,facebook,2,24,532,4,2231
U0010,2025-08-17T09:08:08.833791,x,1,26,532,4,194
U0010,2025-08-26T02:25:34.833791,tiktok,1,13,532,4,1887
U0010,2025-06-21T03:36:34.833791,instagram,0,14,532,4,316
U0010,2025-08-06T19:26:28.833791,facebook,0,22,532,4,1408
U0010,2025-06-26T10:04:59.833791,x,1,13,532,4,1624
U0010,2025-08-14T20:30:08.833791,facebook,0,36,532,4,392
U0010,2025-07-26T05:11:17.833791,tiktok,2,12,532,4,636
U0010,2025-08-26T22:16:35.833791,tiktok,1,14,532,4,1858
U0010,2025-08-07T05:28:48.833791,zalo,0,12,532,4,278
U0011,2025-06-29T23:22:59.833791,tiktok,1,25,353,1,1618
U0011,2025-07-28T10:50:28.833791,tiktok,1,26,353,1,2126
U0011,2025-06-02T11:50:30.833791,facebook,0,11,353,1,1614
U0011,2025-06-10T22:54:52.833791,facebook,1,2,353,1,2234
U0011,2025-08-20T04:11:54.833791,zalo,2,26,353,1,583
U0011,2025-07-03T11:38:12.833791,zalo,2,40,353,1,1807
U0011,2025-08-14T04:33:53.833791,x,0,23,353,1,287
U0011,2025-07-25T06:03:00.833791,x,0,16,353,1,1135
U0011,2025-08-17T00:36:20.833791,facebook,1,13,353,1,1255
U0011,2025-07-22T21:48:59.833791,instagram,2,28,353,1,2297
U0011,2025-08-29T03:44:46.833791,x,2,9,353,1,2013
U0011,2025-07-01T02:05:30.833791,instagram,1,23,353,1,2404
U0011,2025-08-25T15:27:00.833791,instagram,1,26,353,1,2479
U0011,2025-06-29T12:16:52.833791,tiktok,0,22,353,1,121
U0011,2025-06-02T23:29:39.833791,instagram,1,24,353,1,1608
U0012,2025-06-05T17:13:29.833791,instagram,2,14,458,1,2117
U0012,2025-08-25T16:47:20.833791,tiktok,1,22,458,1,1452
U0012,2025-08-26T15:48:59.833791,facebook,1,20,458,1,736
U0012,2025-06-23T19:03:15.833791,tiktok,2,22,458,1,2450
U0012,2025-07-20T10:50:46.833791,zalo,2,39,458,1,2215
U0012,2025-06-18T12:45:47.833791,x,0,36,458,1,140
U0012,2025-08-20T01:40:08.833791,x,2,34,458,1,1321
U0012,2025-07-01T13:25:50.833791,zalo,0,8,458,1,486
U0012,2025-06-14T05:16:59.833791,instagram,1,6,458,1,753
U0012,2025-07-02T22:46:55.833791,zalo,0,14,458,1,1697
U0012,2025-07-18T22:29:19.833791,facebook,2,22,458,1,1890
U0012,2025-07-05T17:57:43.833791,facebook,1,11,458,1,293
U0012,2025-06-07T12:11:31.833791,facebook,2,34,458,1,2404
U0012,2025-08-24T17:00:05.833791,instagram,1,33,458,1,607
U0012,2025-08-15T04:07:59.833791,facebook,0,32,458,1,2434
U0013,2025-07-04T02:15:36.833791,x,2,7,351,1,2189
U0013,2025-06-01T12:23:46.833791,instagram,1,22,351,1,2034
U0013,2025-08-03T13:50:33.833791,x,0,12,351,1,810
U0013,2025-08-12T07:45:10.833791,tiktok,0,37,351,1,2056
U0013,2025-07-31T23:30:59.833791,instagram,1,6,351,1,2350
U0013,2025-07-01T20:15:58.833791,tiktok,0,13,351,1,1139
U0013,2025-06-21T03:37:03.833791,x,1,35,351,1,857
U0013,2025-08-18T23:50:24.833791,facebook,0,5,351,1,1160
U0013,2025-08-17T19:46:45.833791,x,0,1,351,1,662
U0013,2025-06-03T13:42:55.833791,instagram,0,22,351,1,304
U0013,2025-06-10T08:24:43.833791,zalo,0,29,351,1,1271
U0013,2025-07-15T18:38:27.833791,tiktok,1,11,351,1,1484
U0013,2025-07-04T04:13:38.833791,instagram,0,9,351,1,990
U0013,2025-07-19T15:16:52.833791,tiktok,1,15,351,1,566
U0013,2025-07-17T08:48:41.833791,tiktok,1,17,351,1,763
U0013,2025-08-13T08:18:33.833791,instagram,1,17,351,1,1083
U0013,2025-07-01T20:03:48.833791,tiktok,0,39,351,1,1175
U0013,2025-07-27T21:15:26.833791,zalo,1,34,351,1,727
U0013,2025-07-03T19:12:28.833791,instagram,1,25,351,1,671
U0014,2025-08-03T19:47:34.833791,facebook,1,4,502,2,1032
U0014,2025-06-01T01:50:35.833791,zalo,1,0,502,2,152
U0014,2025-07-31T13:14:44.833791,instagram,1,5,502,2,1500
U0014,2025-07-06T05:14:44.833791,facebook,1,16,502,2,829
U0014,2025-07-01T00:38:24.833791,instagram,0,35,502,2,573
U0014,2025-07-24T02:33:59.833791,facebook,1,28,502,2,1459
U0014,2025-06-08T07:40:25.833791,tiktok,0,18,502,2,673
U0014,2025-06-07T10:07:57.833791,x,0,18,502,2,2498
U0014,2025-08-16T20:52:05.833791,x,1,10,502,2,334
U0014,2025-07-14T01:15:13.833791,instagram,1,15,502,2,1232
U0014,2025-07-11T17:38:33.833791,zalo,0,14,502,2,752
U0014,2025-06-10T12:07:05.833791,zalo,1,10,502,2,2392
U0014,2025-08-15T09:24:59.833791,facebook,0,6,502,2,325
U0014,2025-06-01T12:23:01.833791,zalo,0,43,502,2,1535
U0014,2025-08-04T09:34:05.833791,tiktok,0,28,502,2,1937
U0014,2025-06-12T15:43:18.833791,zalo,2,6,502,2,507
U0014,2025-06-29T23:27:38.833791,facebook,2,31,502,2,775
U0014,2025-06-13T12:44:42.833791,facebook,0,12,502,2,1311
U0015,2025-07-14T13:06:39.833791,tiktok,1,24,428,2,1653
U0015,2025-06-10T18:46:28.833791,x,0,28,428,2,256
U0015,2025-08-01T10:41:44.833791,tiktok,2,20,428,2,320
U0015,2025-07-24T16:11:54.833791,instagram,0,30,428,2,938
U0015,2025-06-20T08:59:00.833791,tiktok,1,24,428,2,174
U0015,2025-06-18T02:13:13.833791,tiktok,0,31,428,2,1030
U0015,2025-06-09T06:49:55.833791,facebook,0,25,428,2,1443
U0015,2025-07-09T00:24:14.833791,x,0,0,428,2,205
U0015,2025-07-21T01:20:49.833791,tiktok,0,23,428,2,341
U0015,2025-08-07T03:36:00.833791,tiktok,2,34,428,2,1740
U0015,2025-06-13T06:58:39.833791,zalo,1,26,428,2,362
U0015,2025-08-21T05:29:11.833791,instagram,1,32,428,2,1085
U0015,2025-08-09T08:40:27.833791,facebook,1,34,428,2,882
U0015,2025-08-15T03:13:27.833791,facebook,0,33,428,2,332
U0015,2025-08-20T06:13:43.833791,facebook,0,15,428,2,588
U0015,2025-08-06T23:01:58.833791,zalo,0,18,428,2,1719
U0016,2025-07-21T10:00:58.833791,zalo,2,27,257,1,2178
U0016,2025-07-31T03:54:24.833791,tiktok,1,27,257,1,453
U0016,2025-08-06T05:35:59.833791,tiktok,2,31,257,1,1011
U0016,2025-07-26T20:28:37.833791,facebook,0,20,257,1,335
U0016,2025-07-28T03:49:07.833791,instagram,0,18,257,1,2408
U0016,2025-07-01T21:55:02.833791,x,0,38,257,1,1771
U0016,2025-08-20T02:50:17.833791,instagram,0,32,257,1,1100
U0016,2025-07-11T20:27:11.833791,tiktok,1,46,257,1,1268
U0016,2025-06-13T20:13:31.833791,x,1,21,257,1,1191
U0016,2025-06-16T07:42:21.833791,x,1,40,257,1,258
U0016,2025-06-23T16:26:40.833791,tiktok,0,29,257,1,362
U0016,2025-08-02T06:18:43.833791,tiktok,2,14,257,1,133
U0016,2025-07-30T07:19:49.833791,facebook,0,16,257,1,2162
U0016,2025-06-13T20:16:35.833791,instagram,2,32,257,1,1911
U0016,2025-08-13T20:07:09.833791,tiktok,1,23,257,1,164
U0016,2025-08-12T07:03:02.833791,zalo,0,4,257,1,209
U0016,2025-08-15T12:07:37.833791,tiktok,0,37,257,1,1898
U0016,2025-07-19T14:57:28.833791,tiktok,0,27,257,1,751
U0016,2025-08-16T04:27:30.833791,tiktok,2,10,257,1,408
U0016,2025-08-23T11:46:18.833791,x,0,42,257,1,541
U0016,2025-08-15T00:00:40.833791,facebook,1,33,257,1,2036
U0017,2025-06-08T03:25:25.833791,tiktok,1,16,580,1,1253
U0017,2025-07-12T14:59:51.833791,instagram,2,24,580,1,2210
U0017,2025-07-14T06:24:05.833791,facebook,0,41,580,1,1946
U0017,2025-08-06T11:46:02.833791,facebook,0,31,580,1,1356
U0017,2025-06-23T11:23:08.833791,tiktok,2,48,580,1,1050
U0017,2025-07-31T19:46:13.833791,instagram,1,36,580,1,1583
U0017,2025-06-09T21:52:34.833791,facebook,0,12,580,1,1102
U0017,2025-08-11T11:22:11.833791,x,1,27,580,1,2428
U0017,2025-08-07T06:06:58.833791,instagram,0,28,580,1,1923
U0017,2025-05-31T14:54:58.833791,instagram,1,18,580,1,1906
U0017,2025-07-09T19:25:14.833791,x,1,46,580,1,2093
U0017,2025-07-15T23:16:57.833791,tiktok,1,25,580,1,241
U0017,2025-07-16T19:26:09.833791,instagram,2,21,580,1,164
U0017,2025-06-17T13:24:25.833791,zalo,0,18,580,1,2368
U0017,2025-07-16T11:56:59.833791,zalo,0,28,580,1,1588
U0017,2025-08-03T18:12:44.833791,facebook,2,26,580,1,1094
U0017,2025-07-20T13:14:44.833791,x,0,29,580,1,919
U0018,2025-07-09T05:22:29.833791,zalo,2,20,385,2,1132
U0018,2025-06-18T03:29:37.833791,tiktok,0,16,385,2,128
U0018,2025-07-18T18:48:35.833791,instagram,0,8,385,2,561
U0018,2025-08-06T13:11:53.833791,facebook,1,23,385,2,1099
U0018,2025-06-15T11:19:24.833791,x,2,15,385,2,1495
U0018,2025-06-19T01:59:52.833791,zalo,0,40,385,2,2167
U0018,2025-06-03T15:44:05.833791,tiktok,0,9,385,2,1726
U0018,2025-06-13T10:52:58.833791,instagram,2,17,385,2,715
U0018,2025-07-15T02:21:20.833791,x,1,13,385,2,1752
U0018,2025-07-10T21:57:26.833791,instagram,3,22,385,2,1894
U0018,2025-07-26T07:54:25.833791,facebook,0,34,385,2,1231
U0018,2025-07-28T01:49:11.833791,tiktok,0,32,385,2,1148
U0018,2025-07-18T23:33:47.833791,x,0,17,385,2,707
U0018,2025-06-26T15:25:45.833791,x,0,17,385,2,1203
U0018,2025-08-01T14:00:18.833791,facebook,1,5,385,2,1011
U0018,2025-07-21T00:18:24.833791,zalo,0,25,385,2,1058
U0018,2025-06-21T01:37:09.833791,instagram,1,26,385,2,1233
U0019,2025-07-03T13:44:49.833791,zalo,1,34,310,3,985
U0019,2025-07-11T16:35:46.833791,facebook,0,21,310,3,1110
U0019,2025-07-06T13:00:56.833791,facebook,1,27,310,3,2323
U0019,2025-07-13T18:29:15.833791,tiktok,0,11,310,3,2272
U0019,2025-06-15T01:29:17.833791,tiktok,0,0,310,3,2042
U0019,2025-06-02T01:42:56.833791,zalo,0,24,310,3,598
U0019,2025-08-15T08:38:08.833791,zalo,0,18,310,3,694
U0019,2025-07-08T16:50:55.833791,tiktok,2,21,310,3,1587
U0019,2025-07-16T13:12:35.833791,tiktok,1,22,310,3,592
U0019,2025-07-28T01:42:05.833791,x,4,13,310,3,698
U0019,2025-07-06T21:23:15.833791,zalo,2,16,310,3,2253
U0019,2025-07-17T01:34:17.833791,x,0,7,310,3,2193
U0019,2025-06-24T10:49:46.833791,instagram,0,18,310,3,1997
U0019,2025-08-06T15:08:34.833791,zalo,2,12,310,3,1949
U0019,2025-08-01T07:25:24.833791,tiktok,0,22,310,3,1768
U0019,2025-08-12T01:29:39.833791,facebook,2,29,310,3,2217
U0020,2025-06-03T08:42:53.833791,facebook,0,9,193,1,347
U0020,2025-08-25T22:03:44.833791,x,2,23,193,1,950
U0020,2025-08-16T13:30:24.833791,tiktok,0,23,193,1,1687
U0020,2025-06-28T03:29:15.833791,facebook,0,22,193,1,999
U0020,2025-08-20T00:36:33.833791,x,1,17,193,1,2075
U0020,2025-06-12T20:32:32.833791,tiktok,0,23,193,1,752
U0020,2025-08-25T19:24:26.833791,zalo,2,7,193,1,2095
U0020,2025-06-21T14:00:51.833791,x,0,21,193,1,590
U0020,2025-06-25T18:21:45.833791,zalo,3,3,193,1,1009
U0020,2025-07-22T23:53:36.833791,tiktok,1,15,193,1,703
U0020,2025-07-15T01:18:53.833791,zalo,0,1,193,1,1267
U0020,2025-07-02T08:34:18.833791,zalo,2,25,193,1,719
U0020,2025-07-05T09:42:07.833791,zalo,1,27,193,1,317
U0020,2025-07-13T11:12:53.833791,tiktok,2,15,193,1,1609
U0020,2025-06-02T21:04:24.833791,facebook,1,6,193,1,2390
U0021,2025-07-09T01:41:51.833791,tiktok,2,8,665,0,2107
U0021,2025-07-25T04:11:17.833791,zalo,2,38,665,0,1545
U0021,2025-07-09T15:39:25.833791,tiktok,0,6,665,0,1155
U0021,2025-06-18T19:03:16.833791,x,1,20,665,0,347
U0021,2025-06-06T23:06:00.833791,zalo,1,21,665,0,642
U0021,2025-07-09T14:26:15.833791,instagram,1,37,665,0,692
U0021,2025-08-12T05:11:17.833791,zalo,1,23,665,0,1378
U0021,2025-08-28T07:40:44.833791,facebook,0,18,665,0,971
U0021,2025-08-16T07:59:08.833791,x,0,24,665,0,1449
U0021,2025-06-05T02:05:24.833791,zalo,0,5,665,0,2403
U0021,2025-08-27T04:33:34.833791,facebook,0,18,665,0,2138
U0021,2025-08-13T07:15:40.833791,instagram,0,13,665,0,1809
U0021,2025-06-23T23:00:41.833791,facebook,1,0,665,0,2138
U0021,2025-08-27T20:28:14.833791,facebook,1,37,665,0,2475
U0021,2025-08-05T09:22:33.833791,zalo,0,36,665,0,1047
U0021,2025-08-13T04:42:44.833791,x,0,23,665,0,681
U0021,2025-08-01T03:24:51.833791,instagram,1,42,665,0,317
U0022,2025-08-14T06:35:35.833791,facebook,0,30,423,1,748
U0022,2025-06-04T06:37:06.833791,zalo,0,21,423,1,1859
U0022,2025-08-15T20:01:35.833791,instagram,2,18,423,1,1029
U0022,2025-06-07T13:03:28.833791,facebook,1,27,423,1,403
U0022,2025-06-05T09:37:39.833791,facebook,0,17,423,1,801
U0022,2025-08-04T04:04:44.833791,tiktok,0,10,423,1,1574
U0022,2025-08-14T11:11:09.833791,x,0,15,423,1,2385
U0022,2025-06-28T19:01:47.833791,x,2,8,423,1,2455
U0022,2025-07-17T23:29:12.833791,x,1,4,423,1,671
U0022,2025-06-23T16:45:05.833791,instagram,0,27,423,1,1160
U0022,2025-05-31T22:46:04.833791,x,2,15,423,1,156
U0022,2025-08-18T03:20:50.833791,zalo,1,6,423,1,745
U0022,2025-07-09T14:09:17.833791,x,1,20,423,1,1465
U0022,2025-08-10T22:04:58.833791,tiktok,0,26,423,1,157
U0022,2025-07-17T06:35:27.833791,zalo,2,36,423,1,498
U0022,2025-06-07T22:26:44.833791,zalo,0,15,423,1,1612
U0022,2025-07-06T21:56:49.833791,instagram,1,2,423,1,577
U0022,2025-08-26T17:58:07.833791,instagram,1,25,423,1,1837
U0022,2025-06-20T04:38:19.833791,facebook,1,32,423,1,1801
U0022,2025-08-20T18:15:48.833791,zalo,1,22,423,1,2488
U0022,2025-08-03T04:48:34.833791,zalo,0,25,423,1,2389
U0023,2025-06-09T09:08:41.833791,facebook,1,20,417,0,1863
U0023,2025-08-21T15:33:54.833791,instagram,1,44,417,0,349
U0023,2025-06-01T17:13:43.833791,facebook,2,19,417,0,1820
U0023,2025-07-30T16:39:28.833791,zalo,2,28,417,0,802
U0023,2025-06-29T20:55:06.833791,instagram,0,39,417,0,1418
U0023,2025-07-04T22:51:19.833791,instagram,2,20,417,0,836
U0023,2025-07-23T11:02:01.833791,facebook,1,42,417,0,690
U0023,2025-08-09T04:20:34.833791,zalo,1,7,417,0,2303
U0023,2025-07-05T18:11:53.833791,tiktok,1,36,417,0,1286
U0023,2025-07-01T16:16:50.833791,zalo,0,32,417,0,848
U0023,2025-06-23T11:34:04.833791,zalo,0,32,417,0,634
U0023,2025-07-19T03:38:46.833791,x,2,23,417,0,1509
U0023,2025-06-04T16:50:05.833791,facebook,1,34,417,0,712
U0023,2025-06-02T12:36:31.833791,x,2,35,417,0,258
U0023,2025-07-13T07:50:14.833791,tiktok,1,15,417,0,496
U0023,2025-07-19T08:38:48.833791,facebook,0,15,417,0,1945
U0023,2025-08-06T11:34:37.833791,facebook,1,20,417,0,2334
U0023,2025-07-16T08:24:43.833791,tiktok,1,31,417,0,1041
U0023,2025-07-11T15:17:17.833791,zalo,1,24,417,0,1639
U0024,2025-08-15T01:20:42.833791,tiktok,2,10,365,2,1932
U0024,2025-08-14T00:20:06.833791,x,0,17,365,2,1717
U0024,2025-06-18T17:08:09.833791,instagram,2,31,365,2,405
U0024,2025-06-24T08:11:50.833791,facebook,0,12,365,2,436
U0024,2025-06-16T15:00:45.833791,x,1,14,365,2,863
U0024,2025-07-11T16:20:30.833791,tiktok,2,36,365,2,1471
U0024,2025-07-24T22:51:12.833791,tiktok,1,1,365,2,1486
U0024,2025-07-03T08:44:44.833791,zalo,0,24,365,2,1507
U0024,2025-08-25T13:50:23.833791,x,0,17,365,2,2094
U0024,2025-06-19T03:55:37.833791,facebook,1,19,365,2,1291
U0024,2025-06-01T15:13:19.833791,tiktok,0,16,365,2,2213
U0024,2025-07-19T06:58:47.833791,facebook,2,33,365,2,1735
