user_id,ts,category,amount_vnd,cod,returned
U0005,2025-07-01T01:48:05.021999,others,481407,1,0
U0005,2025-06-29T05:24:57.021999,home,1076202,1,0
U0005,2025-08-14T12:49:53.021999,beauty,696845,0,0
U0005,2025-07-30T15:24:28.021999,others,174051,1,0
U0005,2025-06-18T01:49:40.021999,gaming,931423,0,1
U0005,2025-07-08T19:10:31.021999,grocery,358784,0,0
U0005,2025-08-22T13:08:37.021999,fashion,634330,0,0
U0005,2025-06-25T22:47:04.021999,grocery,154445,0,1
U0005,2025-07-12T21:39:48.021999,others,120686,0,0
U0005,2025-07-08T07:28:50.021999,grocery,287944,1,0
U0005,2025-06-13T09:23:01.021999,beauty,870748,0,0
U0005,2025-08-02T15:01:31.021999,home,877831,0,1
U0005,2025-08-11T21:41:08.021999,home,2384500,0,0
U0005,2025-08-09T15:53:32.021999,grocery,177969,1,0
U0005,2025-08-30T04:51:42.021999,electronics,1083287,1,1
U0005,2025-06-22T17:21:43.021999,gaming,576598,0,0
U0006,2025-07-26T16:01:44.021999,grocery,323883,0,0
U0006,2025-06-12T05:57:57.021999,home,1410656,0,0
U0006,2025-07-15T20:52:53.021999,grocery,169653,0,0
U0006,2025-07-11T21:47:32.021999,others,502990,0,0
U0006,2025-07-23T03:22:37.021999,beauty,550497,0,0
U0006,2025-07-02T13:22:21.021999,others,394003,0,0
U0006,2025-08-01T00:19:41.021999,beauty,260204,0,0
U0006,2025-08-08T03:40:16.021999,electronics,517147,1,0
U0006,2025-06-03T02:54:49.021999,gaming,898248,1,0
U0006,2025-06-07T08:57:49.021999,fashion,495869,1,0
U0006,2025-06-05T17:17:44.021999,gaming,173876,1,0
U0006,2025-06-24T14:24:31.021999,others,303549,1,0
U0006,2025-06-06T06:45:28.021999,fashion,375165,1,0
U0006,2025-08-08T05:32:02.021999,home,1147725,0,0
U0006,2025-06-18T17:16:31.021999,others,613505,0,1
U0007,2025-06-03T13:46:24.021999,fashion,670199,1,0
U0007,2025-07-11T20:53:01.021999,grocery,270120,0,1
U0007,2025-08-06T17:15:45.021999,electronics,1684590,0,0
U0007,2025-06-08T06:28:20.021999,home,1693855,1,1
U0007,2025-08-20T00:54:49.021999,home,1481203,0,0
U0007,2025-08-30T13:40:34.021999,others,283507,0,0
U0007,2025-06-26T00:31:42.021999,electronics,4596260,1,0
U0007,2025-08-16T10:55:55.021999,beauty,145474,0,0
U0007,2025-07-08T19:38:44.021999,gaming,70671,0,0
U0007,2025-07-03T02:55:06.021999,gaming,885312,0,0
U0007,2025-07-14T15:45:17.021999,beauty,262029,1,0
U0007,2025-06-21T03:14:45.021999,home,50000,1,0
U0007,2025-08-08T04:01:38.021999,grocery,198710,0,1
U0007,2025-08-04T03:36:27.021999,fashion,519307,1,0
U0007,2025-08-02T20:34:14.021999,beauty,85884,1,0
U0007,2025-06-12T19:49:20.021999,electronics,2447721,0,0
U0007,2025-07-29T09:39:01.021999,home,875425,0,0
U0007,2025-07-15T00:04:48.021999,others,568845,1,0
U0008,2025-06-08T16:25:03.021999,grocery,51446,1,0
U0008,2025-06-21T02:23:35.021999,beauty,376930,0,0
U0008,2025-08-17T10:35:49.021999,electronics,4015522,1,0
U0008,2025-06-20T09:37:07.021999,gaming,828142,1,1
U0008,2025-06-29T01:16:13.021999,home,1380439,0,0
U0008,2025-08-12T07:00:25.021999,grocery,65210,1,0
U0008,2025-06-08T09:52:58.021999,grocery,361242,0,0
U0008,2025-06-29T11:02:19.021999,others,358063,0,0
U0008,2025-08-10T21:13:40.021999,beauty,293252,1,0
U0008,2025-08-13T13:58:51.021999,electronics,971793,0,0
U0008,2025-06-25T04:35:58.021999,others,226530,0,0
U0008,2025-07-10T04:55:58.021999,gaming,1137883,1,0
U0008,2025-06-17T04:03:22.021999,grocery,420630,1,0
U0008,2025-07-29T00:13:40.021999,home,1005716,1,1
U0008,2025-07-08T02:18:06.021999,electronics,1499050,0,1
U0008,2025-07-24T13:41:15.021999,beauty,484391,0,0
U0008,2025-08-05T07:25:50.021999,gaming,184893,1,0
U0008,2025-07-05T07:54:51.021999,home,50000,1,0
U0009,2025-06-04T20:05:02.021999,grocery,303595,1,0
U0009,2025-06-27T13:50:52.021999,gaming,50000,1,0
U0009,2025-08-20T07:33:28.021999,home,717788,1,0
U0009,2025-07-17T16:40:25.021999,gaming,66072,1,0
U0009,2025-07-01T03:27:45.021999,grocery,327939,1,0
U0009,2025-07-08T05:37:14.021999,others,180787,1,0
U0009,2025-06-20T14:51:02.021999,fashion,465498,0,1
U0009,2025-06-16T21:26:40.021999,fashion,57661,0,0
U0009,2025-06-14T11:40:05.021999,beauty,281071,1,1
U0009,2025-08-03T08:42:55.021999,beauty,474173,0,0
U0009,2025-06-07T18:39:12.021999,others,50000,0,0
U0009,2025-08-22T20:44:11.021999,gaming,1785547,1,0
U0009,2025-07-13T19:17:08.021999,grocery,230132,1,0
U0009,2025-08-16T14:56:18.021999,others,301463,0,0
U0009,2025-08-16T20:06:14.021999,gaming,593737,0,0
U0009,2025-07-07T12:59:37.021999,electronics,3291272,0,1
U0009,2025-07-15T09:49:50.021999,beauty,197006,0,0
U0009,2025-07-10T18:04:26.021999,others,178527,1,0
U0009,2025-06-21T23:38:45.021999,electronics,2074823,1,0
U0009,2025-07-17T07:35:02.021999,home,1523190,1,0
U0009,2025-07-08T09:34:21.021999,others,597804,1,0
U0009,2025-06-21T00:56:11.021999,grocery,233809,0,1
U0009,2025-07-14T09:32:56.021999,grocery,368066,0,1
U0009,2025-08-17T20:57:23.021999,electronics,2226254,1,0
U0009,2025-06-27T15:46:13.021999,beauty,516933,1,0
U0009,2025-07-13T02:11:43.021999,beauty,389220,0,0
U0009,2025-08-24T14:30:36.021999,electronics,3229030,1,0
U0009,2025-06-03T08:24:02.021999,beauty,543498,0,0
U0009,2025-07-31T09:45:06.021999,home,1694358,0,1
U0009,2025-08-24T15:56:11.021999,others,423788,0,1
U0010,2025-08-27T16:48:53.021999,beauty,761766,1,0
U0010,2025-07-27T06:35:18.021999,electronics,1975206,1,0
U0010,2025-06-30T18:05:37.021999,grocery,280880,1,0
U0010,2025-08-18T22:37:45.021999,fashion,543047,0,0
U0010,2025-06-28T14:50:34.021999,grocery,50000,1,0
U0010,2025-07-21T01:37:03.021999,others,294995,0,0
U0010,2025-08-11T14:45:47.021999,grocery,89286,0,0
U0010,2025-06-26T15:15:38.021999,gaming,55374,0,0
U0010,2025-07-03T18:39:44.021999,gaming,80641,0,0
U0011,2025-07-28T01:14:03.021999,beauty,667078,0,0
U0011,2025-08-13T20:53:05.021999,grocery,342676,0,0
U0011,2025-07-11T13:14:53.021999,home,998735,0,0
U0011,2025-07-09T12:23:31.021999,home,842144,0,0
U0011,2025-06-15T22:48:11.021999,gaming,1063772,1,1
U0011,2025-06-11T07:51:25.021999,others,272788,1,0
U0011,2025-08-26T14:03:47.021999,beauty,224742,1,0
U0011,2025-07-25T13:09:24.021999,gaming,753514,0,0
U0011,2025-07-28T18:51:36.021999,beauty,463477,1,1
U0011,2025-06-29T19:33:37.021999,electronics,2763295,0,0
U0011,2025-07-07T09:46:37.021999,gaming,50000,1,0
U0011,2025-06-14T18:56:47.021999,electronics,1384270,1,0
U0011,2025-07-22T16:54:15.021999,home,1031372,1,1
U0011,2025-06-13T16:09:21.021999,grocery,423510,0,0
U0011,2025-08-02T16:37:01.021999,others,232018,1,0
U0011,2025-06-23T13:20:59.021999,gaming,706514,1,0
U0012,2025-07-03T09:00:42.021999,home,945099,0,1
U0012,2025-07-11T14:22:32.021999,grocery,371745,1,0
U0012,2025-08-03T23:36:08.021999,beauty,410245,1,0
U0012,2025-06-19T00:59:03.021999,electronics,993473,1,0
U0012,2025-07-08T01:05:04.021999,home,599184,0,0
U0012,2025-06-13T12:00:41.021999,home,724789,0,1
U0012,2025-07-31T09:34:25.021999,fashion,402319,0,0
U0012,2025-07-10T08:24:02.021999,electronics,1282416,1,0
U0012,2025-06-22T19:13:17.021999,home,1987202,1,0
U0013,2025-07-18T06:58:44.021999,gaming,997027,1,0
U0013,2025-08-12T15:56:23.021999,fashion,304577,1,0
U0013,2025-06-13T17:45:48.021999,beauty,488597,1,0
U0013,2025-08-22T05:15:32.021999,gaming,739367,1,0
U0013,2025-08-14T06:51:53.021999,others,214548,1,0
U0013,2025-06-11T12:54:55.021999,beauty,172161,1,1
U0013,2025-07-07T08:54:00.021999,beauty,627573,1,0
U0013,2025-08-29T09:31:10.021999,others,1164851,1,0
U0013,2025-07-18T22:08:18.021999,gaming,916934,1,0
U0013,2025-06-21T13:49:07.021999,grocery,299186,1,0
U0013,2025-08-03T21:30:01.021999,gaming,440819,0,0
U0013,2025-08-12T19:00:09.021999,beauty,454508,0,1
U0013,2025-08-24T00:43:54.021999,others,117118,1,0
U0013,2025-06-27T22:59:02.021999,others,727789,0,0
U0013,2025-06-17T04:43:04.021999,grocery,329587,1,0
U0013,2025-08-04T17:29:37.021999,gaming,368612,0,0
U0013,2025-07-04T18:36:33.021999,fashion,311763,1,0
U0013,2025-08-17T10:14:49.021999,electronics,3116555,1,1
U0013,2025-07-17T05:44:59.021999,electronics,1674912,1,0
U0013,2025-08-27T21:28:01.021999,others,364494,1,0
U0013,2025-07-20T04:06:12.021999,gaming,339376,1,0
U0013,2025-07-04T03:20:28.021999,grocery,222205,1,0
U0014,2025-06-06T09:44:44.021999,electronics,1864816,0,0
U0014,2025-06-28T00:59:07.021999,fashion,262988,1,1
U0014,2025-07-21T05:09:53.021999,grocery,121612,1,0
U0014,2025-07-20T08:53:46.021999,gaming,1093570,0,0
U0014,2025-07-01T09:00:33.021999,grocery,350067,0,0
U0014,2025-08-01T07:40:10.021999,fashion,50000,1,0
U0014,2025-07-17T07:58:08.021999,fashion,239154,0,1
U0014,2025-06-14T00:45:34.021999,grocery,81246,0,0
U0014,2025-08-04T04:57:52.021999,electronics,5186668,1,0
U0014,2025-07-13T03:27:36.021999,grocery,411734,0,0
U0014,2025-08-27T10:34:09.021999,grocery,94125,1,0
U0014,2025-06-30T13:33:39.021999,beauty,174997,0,1
U0014,2025-06-11T07:37:30.021999,electronics,708929,1,0
U0015,2025-06-19T23:38:56.021999,home,739194,0,0
U0015,2025-07-30T02:36:56.021999,gaming,454696,1,0
U0015,2025-06-23T20:30:02.021999,home,2648076,1,0
U0015,2025-07-18T21:01:36.021999,beauty,341930,1,0
U0015,2025-06-10T21:50:38.021999,fashion,716232,0,0
U0015,2025-07-06T01:20:15.021999,fashion,522471,1,0
U0015,2025-06-15T18:20:00.021999,home,1051548,0,0
U0015,2025-07-25T20:05:57.021999,fashion,277191,0,0
U0015,2025-07-21T03:44:09.021999,beauty,287276,0,0
U0015,2025-06-09T14:15:54.021999,electronics,1869624,1,1
U0015,2025-08-24T12:38:20.021999,fashion,65881,0,0
U0015,2025-08-24T21:10:34.021999,beauty,480642,0,1
U0015,2025-07-15T18:39:54.021999,others,583523,0,0
U0015,2025-08-24T10:38:12.021999,gaming,755610,0,0
U0015,2025-06-05T16:08:38.021999,electronics,1350404,1,0
U0015,2025-08-08T14:33:15.021999,grocery,365281,0,1
U0015,2025-06-13T18:49:00.021999,grocery,477736,1,0
U0015,2025-07-17T07:52:31.021999,beauty,252856,0,0
U0015,2025-06-22T23:45:49.021999,home,1139183,0,0
U0015,2025-08-14T00:38:06.021999,beauty,626213,1,0
U0015,2025-07-07T21:28:28.021999,home,1237857,1,0
U0015,2025-08-12T20:41:09.021999,beauty,259364,1,0
U0015,2025-08-24T04:13:16.021999,gaming,668333,0,0
U0016,2025-06-07T03:33:49.021999,beauty,442441,0,0
U0016,2025-07-24T13:38:39.021999,beauty,50000,0,0
U0016,2025-07-20T06:53:47.021999,fashion,382914,0,1
U0016,2025-06-12T16:51:57.021999,home,668111,0,0
U0016,2025-07-17T14:43:41.021999,home,757130,1,0
U0016,2025-07-06T14:54:01.021999,fashion,1016487,0,0
U0016,2025-06-18T21:44:49.021999,gaming,723651,0,0
U0016,2025-08-24T01:55:30.021999,gaming,2120311,0,1
U0016,2025-06-28T05:54:30.021999,gaming,1562356,1,0
U0016,2025-06-28T10:23:47.021999,gaming,1005491,1,0
U0016,2025-06-10T11:57:35.021999,beauty,479151,1,1
U0016,2025-08-03T21:34:28.021999,beauty,918743,1,1
U0016,2025-07-26T09:52:41.021999,home,1707370,1,0
U0016,2025-08-08T13:06:55.021999,others,360522,0,1
U0016,2025-08-15T12:02:35.021999,home,631943,0,0
U0016,2025-08-26T20:13:48.021999,electronics,1883512,1,0
U0016,2025-06-03T19:49:10.021999,gaming,813740,0,0
U0016,2025-06-19T06:23:30.021999,others,307722,0,0
U0016,2025-06-21T10:34:41.021999,gaming,456326,1,1
U0016,2025-07-10T23:08:39.021999,electronics,2980981,0,0
U0017,2025-06-03T06:51:53.021999,fashion,669590,0,0
U0017,2025-07-08T00:53:03.021999,home,521360,0,0
U0017,2025-08-23T07:30:24.021999,home,1605986,1,0
U0017,2025-08-15T11:55:36.021999,electronics,4183396,1,0
U0017,2025-06-14T12:10:07.021999,beauty,306939,0,0
U0017,2025-06-15T01:32:12.021999,grocery,357369,0,0
U0017,2025-06-29T08:27:26.021999,gaming,583233,0,0
U0017,2025-08-28T19:18:05.021999,electronics,1198249,0,0
U0017,2025-08-06T14:22:55.021999,fashion,501743,1,0
U0017,2025-06-30T16:56:45.021999,beauty,385992,0,0
U0017,2025-08-21T02:23:02.021999,beauty,453294,0,0
U0017,2025-08-31T05:51:15.021999,grocery,157639,0,0
U0017,2025-06-03T17:21:37.021999,beauty,425695,0,0
U0017,2025-08-12T17:28:25.021999,beauty,299529,0,1
U0017,2025-07-03T20:05:51.021999,gaming,692375,1,1
U0017,2025-07-22T14:47:35.021999,home,960456,0,0
U0017,2025-06-24T01:55:10.021999,grocery,326761,0,1
U0017,2025-06-05T03:06:28.021999,others,832526,1,0
U0018,2025-06-26T05:50:03.021999,others,507420,0,0
U0018,2025-08-22T16:35:21.021999,fashion,515764,0,0
U0018,2025-06-30T02:29:59.021999,others,297578,0,0
U0018,2025-06-30T20:41:02.021999,home,1363840,1,0
U0018,2025-06-12T15:23:18.021999,gaming,580869,1,0
U0018,2025-06-25T14:29:37.021999,electronics,782203,1,0
U0018,2025-08-21T13:11:21.021999,grocery,185196,1,0
U0018,2025-08-25T00:54:05.021999,beauty,50000,0,0
U0018,2025-07-11T15:49:09.021999,beauty,50000,0,1
U0018,2025-06-15T20:23:34.021999,gaming,690441,0,0
U0018,2025-07-27T19:23:58.021999,fashion,372050,0,0
U0018,2025-07-20T20:09:01.021999,beauty,50000,1,0
U0018,2025-07-20T09:00:09.021999,home,490906,0,0
U0018,2025-07-17T11:01:16.021999,grocery,314254,0,0
U0018,2025-07-22T17:15:39.021999,beauty,177166,1,0
U0018,2025-08-18T12:28:48.021999,beauty,264052,1,0
U0018,2025-07-24T22:10:21.021999,beauty,425391,1,0
U0018,2025-06-07T19:47:03.021999,others,872186,0,0
U0018,2025-06-22T14:43:15.021999,gaming,552388,1,0
U0018,2025-08-10T10:30:31.021999,grocery,274752,0,0
U0018,2025-06-22T08:53:45.021999,grocery,496721,1,0
U0018,2025-08-06T15:45:13.021999,fashion,442570,1,0
U0018,2025-08-05T08:53:29.021999,others,120964,0,0
U0019,2025-08-10T03:06:38.021999,home,1372385,0,0
U0019,2025-07-13T17:50:33.021999,electronics,615468,0,0
U0019,2025-06-11T10:13:34.021999,fashion,337139,1,0
U0019,2025-08-29T14:31:47.021999,home,1827981,1,0
U0019,2025-07-24T16:12:45.021999,grocery,273992,0,0
U0019,2025-06-14T01:29:35.021999,others,228034,1,0
U0019,2025-07-05T18:33:05.021999,grocery,229523,1,0
U0019,2025-07-17T16:35:55.021999,home,1088666,0,0
U0019,2025-07-18T03:45:53.021999,others,551104,0,0
U0019,2025-08-29T04:50:59.021999,fashion,94025,1,1
U0019,2025-08-08T19:15:38.021999,gaming,50000,1,0
U0019,2025-06-13T12:00:26.021999,beauty,387155,0,0
U0019,2025-07-31T22:24:23.021999,gaming,1762264,0,0
U0019,2025-07-04T01:45:02.021999,electronics,2534268,1,1
U0019,2025-08-26T07:08:06.021999,electronics,2509848,1,0
U0019,2025-08-11T19:35:06.021999,fashion,256516,1,0
U0019,2025-08-16T00:59:04.021999,grocery,562326,0,0
U0019,2025-08-28T22:28:51.021999,beauty,584107,1,0
U0019,2025-07-12T00:05:49.021999,fashion,267752,1,0
U0020,2025-06-17T01:52:10.021999,fashion,208378,0,1
U0020,2025-06-09T06:38:57.021999,home,283697,1,1
U0020,2025-08-09T06:33:16.021999,home,659874,1,0
U0020,2025-07-26T02:17:17.021999,electronics,3682873,1,0
U0020,2025-07-03T12:46:34.021999,grocery,393697,0,0
U0020,2025-08-14T12:26:26.021999,electronics,923843,0,1
U0020,2025-07-17T11:53:54.021999,gaming,584999,1,1
U0020,2025-08-19T02:54:40.021999,home,515569,1,0
U0020,2025-06-30T14:44:27.021999,beauty,419614,1,0
U0020,2025-07-08T22:24:16.021999,grocery,388057,0,1
U0020,2025-06-17T14:15:06.021999,grocery,277166,1,0
U0020,2025-06-12T01:50:22.021999,electronics,1249799,1,0
U0021,2025-08-18T00:18:06.021999,others,455062,1,1
U0021,2025-08-17T23:40:14.021999,fashion,359513,0,0
U0021,2025-08-24T02:01:52.021999,grocery,50000,0,0
U0021,2025-07-02T06:12:36.021999,grocery,223514,1,0
U0021,2025-06-21T07:36:24.021999,home,1037581,0,0
U0021,2025-07-18T03:21:25.021999,others,390930,0,0
U0021,2025-08-23T08:14:10.021999,gaming,864873,1,0
U0021,2025-08-07T12:54:53.021999,grocery,301639,1,0
U0021,2025-08-22T01:22:19.021999,electronics,965451,0,0
U0021,2025-06-16T11:15:49.021999,fashion,50000,0,0
U0021,2025-08-03T04:37:39.021999,gaming,50000,0,0
U0022,2025-08-03T17:53:13.021999,grocery,614701,0,0
U0022,2025-08-04T19:53:54.021999,beauty,556424,1,0
U0022,2025-06-14T12:47:49.021999,fashion,189928,0,0
U0022,2025-08-24T20:31:53.021999,grocery,56909,1,0
U0022,2025-08-30T17:51:44.021999,beauty,619539,1,0
U0022,2025-06-19T09:18:34.021999,others,208068,0,0
U0022,2025-07-16T05:21:36.021999,others,628714,1,0
U0022,2025-08-22T07:05:25.021999,others,199050,0,0
U0022,2025-08-01T22:01:21.021999,home,1080818,1,0
U0022,2025-08-01T08:52:27.021999,beauty,268134,0,0
U0022,2025-08-31T14:37:34.021999,others,530002,1,0
U0022,2025-07-28T10:20:01.021999,fashion,190232,0,0
U0022,2025-08-13T10:21:27.021999,fashion,260488,1,0
U0022,2025-06-15T02:30:45.021999,grocery,453503,1,0
U0022,2025-08-23T05:53:10.021999,grocery,247143,0,0
U0022,2025-08-03T21:55:52.021999,grocery,104692,1,0
U0022,2025-07-27T12:29:00.021999,grocery,135079,1,1
U0022,2025-07-28T03:21:20.021999,fashion,420740,1,1
U0023,2025-07-22T08:46:01.021999,grocery,158883,0,0
U0023,2025-08-08T13:24:48.021999,fashion,242989,1,0
U0023,2025-06-08T15:10:24.021999,others,331692,1,0
U0023,2025-06-20T18:29:27.021999,grocery,56897,0,1
U0023,2025-07-10T09:04:54.021999,beauty,378707,1,0
U0023,2025-07-09T07:55:20.021999,home,684597,0,0
U0023,2025-08-03T19:34:48.021999,beauty,136672,0,0
U0023,2025-06-21T21:15:56.021999,home,1012887,1,0
U0023,2025-07-01T20:33:09.021999,others,297087,1,0
U0023,2025-06-07T00:40:30.021999,beauty,364257,1,0
U0023,2025-06-19T05:40:52.021999,gaming,331719,1,0
U0023,2025-07-30T17:05:13.021999,grocery,541392,1,0
U0023,2025-06-03T01:48:28.021999,gaming,77283,1,0
U0023,2025-08-16T22:37:42.021999,fashion,599637,0,0
U0023,2025-06-26T13:27:17.021999,home,1388158,0,0
U0023,2025-06-25T17:36:21.021999,grocery,462781,0,1
U0023,2025-08-26T21:08:13.021999,gaming,326910,1,0
U0023,2025-07-01T12:16:59.021999,fashion,648714,1,1
U0023,2025-08-03T20:52:38.021999,electronics,2337972,0,0
U0024,2025-07-17T23:42:47.021999,others,613877,1,0
U0024,2025-07-10T16:18:31.021999,beauty,406738,1,1
U0024,2025-07-31T01:58:38.021999,grocery,485374,0,0
U0024,2025-08-23T09:52:27.021999,electronics,412491,1,0
U0024,2025-07-16T14:38:37.021999,gaming,1349607,0,0
U0024,2025-08-07T13:12:30.021999,fashion,588705,1,1
U0024,2025-07-27T00:06:31.021999,electronics,2548514,0,0
U0024,2025-06-27T20:37:44.021999,fashion,326617,0,0
U0024,2025-08-21T13:32:15.021999,home,378396,0,0
U0024,2025-06-05T09:07:30.021999,fashion,118198,0,0
U0024,2025-06-18T06:35:09.021999,grocery,311432,0,0
U0024,2025-06-23T02:38:10.021999,electronics,1319384,0,0
U0024,2025-07-29T10:24:55.021999,electronics,1690196,0,1
U0024,2025-08-25T02:28:48.021999,home,1588131,0,0
U0024,2025-07-27T22:17:08.021999,gaming,238146,1,0
U0024,2025-08-12T22:18:42.021999,gaming,1377923,1,0
U0024,2025-06-21T21:37:18.021999,gaming,826392,0,0
U0024,2025-08-12T05:50:47.021999,beauty,645362,0,0
U0025,2025-08-14T12:55:22.021999,electronics,1446490,0,0
U0025,2025-08-21T06:34:41.021999,home,1480688,1,1
U0025,2025-07-08T13:54:54.021999,others,497470,0,1
U0025,2025-08-19T18:06:04.021999,gaming,406051,1,0
U0025,2025-08-23T15:30:15.021999,gaming,754817,0,0
U0025,2025-07-30T19:21:44.021999,grocery,199523,1,0
U0025,2025-06-24T19:43:05.021999,electronics,1153364,1,0
U0025,2025-08-01T10:30:52.021999,gaming,1459073,1,0
U0025,2025-07-22T01:32:09.021999,home,2655194,1,0
U0025,2025-08-22T20:00:38.021999,gaming,366317,0,0
U0025,2025-07-17T11:01:58.021999,others,798330,1,0
U0025,2025-08-29T14:48:03.021999,grocery,244487,1,0
U0025,2025-06-08T02:27:32.021999,electronics,1619551,0,1
U0025,2025-06-15T08:52:36.021999,fashion,357896,0,0
U0025,2025-07-11T14:17:00.021999,fashion,446339,1,0
U0025,2025-08-16T16:03:07.021999,others,875370,1,1
U0025,2025-07-16T04:19:07.021999,beauty,315437,1,0
U0026,2025-07-07T03:59:53.021999,fashion,218038,0,1
U0026,2025-08-05T22:44:47.021999,others,252650,0,0
U0026,2025-06-27T23:20:37.021999,electronics,986352,1,0
U0026,2025-08-11T19:31:07.021999,electronics,1780193,1,0
U0026,2025-08-29T23:07:00.021999,fashion,498496,1,0
U0026,2025-07-01T15:15:17.021999,fashion,387511,0,0
U0026,2025-08-03T22:03:03.021999,grocery,191256,1,0
U0026,2025-08-30T14:46:24.021999,others,398405,1,0
U0026,2025-08-03T14:04:32.021999,home,1473066,1,0
U0026,2025-07-12T16:56:27.021999,home,1589019,1,0
U0026,2025-06-11T07:34:12.021999,grocery,119839,1,0
U0026,2025-07-27T09:03:42.021999,gaming,1528069,1,0
U0027,2025-06-30T02:09:32.021999,home,1480738,0,0
U0027,2025-06-21T20:07:17.021999,beauty,221114,1,0
U0027,2025-06-08T01:04:49.021999,grocery,229029,1,0
U0027,2025-08-11T14:49:53.021999,electronics,2759144,1,0
U0027,2025-08-22T15:54:47.021999,others,266748,0,0
U0027,2025-08-03T18:23:28.021999,electronics,1861628,0,1
U0027,2025-08-16T03:06:13.021999,others,464553,0,0
U0027,2025-08-16T08:58:50.021999,home,1793032,0,0
U0027,2025-07-06T13:13:48.021999,electronics,1985474,0,0
U0027,2025-06-09T06:23:19.021999,fashion,410687,0,0
U0027,2025-07-02T16:02:20.021999,grocery,221582,0,0
U0027,2025-08-04T13:29:46.021999,home,1093386,0,1
U0027,2025-08-19T17:03:14.021999,beauty,522788,1,0
U0027,2025-08-12T21:33:44.021999,electronics,5750607,0,0
U0027,2025-07-15T16:35:10.021999,others,565058,0,0
U0027,2025-08-22T21:46:03.021999,gaming,843736,0,0
U0027,2025-08-28T02:30:39.021999,beauty,808260,1,0
U0027,2025-07-17T06:32:22.021999,home,1288880,1,0
U0027,2025-06-12T09:03:36.021999,home,1536906,0,0
U0027,2025-08-05T13:30:31.021999,electronics,934092,0,1
